entry_id,parl_id,source_id,details,flight_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P38_ABBOTT_Tony_20_3,ABBOTT_Tony,P38_ABBOTT_Tony,"14 Dec 15 - Sydney to Canberra",2015-12-14,Sydney,Canberra,322.18,,,,,P38_ABBOTT_Tony.pdf,20
P38_ABBOTT_Tony_20_4,ABBOTT_Tony,P38_ABBOTT_Tony,"15 Dec 15 - Canberra to Sydney",2015-12-15,Canberra,Sydney,322.18,,,,,P38_ABBOTT_Tony.pdf,20
P38_ABBOTT_Tony_20_5,ABBOTT_Tony,P38_ABBOTT_Tony,"21 Dec 15 - Sydney to Canberra",2015-12-21,Sydney,Canberra,322.18,,,,,P38_ABBOTT_Tony.pdf,20
P38_ABBOTT_Tony_20_6,ABBOTT_Tony,P38_ABBOTT_Tony,"23 Dec 15 - Canberra to Sydney",2015-12-23,Canberra,Sydney,322.18,,,,,P38_ABBOTT_Tony.pdf,20
P38_ABBOTT_Tony_7_10,ABBOTT_Tony,P38_ABBOTT_Tony,"17 Feb 16 - Sydney to Canberra",2016-02-17,Sydney,Canberra,328.20,,,,,P38_ABBOTT_Tony.pdf,7
P38_ABBOTT_Tony_7_11,ABBOTT_Tony,P38_ABBOTT_Tony,"19 Feb 16 - Canberra to Sydney",2016-02-19,Canberra,Sydney,598.39,,,,,P38_ABBOTT_Tony.pdf,7
P38_ABBOTT_Tony_7_12,ABBOTT_Tony,P38_ABBOTT_Tony,"21 Feb 16 - Sydney to Canberra",2016-02-21,Sydney,Canberra,328.20,,,,,P38_ABBOTT_Tony.pdf,7
P38_ABBOTT_Tony_7_13,ABBOTT_Tony,P38_ABBOTT_Tony,"25 Feb 16 - Canberra to Sydney",2016-02-25,Canberra,Sydney,598.39,,,,,P38_ABBOTT_Tony.pdf,7
P38_ABBOTT_Tony_7_14,ABBOTT_Tony,P38_ABBOTT_Tony,"29 Feb 16 - Sydney to Canberra",2016-02-29,Sydney,Canberra,328.20,,,,,P38_ABBOTT_Tony.pdf,7
P38_ABBOTT_Tony_7_15,ABBOTT_Tony,P38_ABBOTT_Tony,"3 Mar 16 - Canberra to Melbourne",2016-03-03,Canberra,Melbourne,686.29,,,,,P38_ABBOTT_Tony.pdf,7
