entry_id,parl_id,source_id,details,location,date,amount,source_pdf,source_pagenum
P38_ABETZ_Eric_7_17,ABETZ_Eric,P38_ABETZ_Eric,"26 Jan 16 - Hobart",Hobart,2016-01-26,78.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_18,ABETZ_Eric,P38_ABETZ_Eric,"26 Jan 16 - Hobart",Hobart,2016-01-26,78.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_19,ABETZ_Eric,P38_ABETZ_Eric,"26 Jan 16 - Hobart",Hobart,2016-01-26,108.73,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_20,ABETZ_Eric,P38_ABETZ_Eric,"22 Feb 16 - Hobart",Hobart,2016-02-22,48.47,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_21,ABETZ_Eric,P38_ABETZ_Eric,"25 Feb 16 - Hobart",Hobart,2016-02-25,45.85,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_22,ABETZ_Eric,P38_ABETZ_Eric,"29 Feb 16 - Hobart",Hobart,2016-02-29,41.92,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_23,ABETZ_Eric,P38_ABETZ_Eric,"2 Mar 16 - Canberra",Canberra,2016-03-02,78.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_24,ABETZ_Eric,P38_ABETZ_Eric,"4 Mar 16 - Hobart",Hobart,2016-03-04,42.00,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_25,ABETZ_Eric,P38_ABETZ_Eric,"5 Mar 16 - Hobart",Hobart,2016-03-05,78.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_26,ABETZ_Eric,P38_ABETZ_Eric,"5 Mar 16 - Melbourne",Melbourne,2016-03-05,80.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_27,ABETZ_Eric,P38_ABETZ_Eric,"5 Mar 16 - Melbourne",Melbourne,2016-03-05,78.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_28,ABETZ_Eric,P38_ABETZ_Eric,"5 Mar 16 - Hobart",Hobart,2016-03-05,80.60,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_29,ABETZ_Eric,P38_ABETZ_Eric,"15 Mar 16 - Hobart",Hobart,2016-03-15,52.40,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_30,ABETZ_Eric,P38_ABETZ_Eric,"17 Mar 16 - Hobart",Hobart,2016-03-17,65.50,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_31,ABETZ_Eric,P38_ABETZ_Eric,"12 Apr 16 - Hobart",Hobart,2016-04-12,40.00,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_32,ABETZ_Eric,P38_ABETZ_Eric,"12 Apr 16 - Melbourne",Melbourne,2016-04-12,48.32,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_33,ABETZ_Eric,P38_ABETZ_Eric,"12 Apr 16 - Melbourne",Melbourne,2016-04-12,55.91,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_34,ABETZ_Eric,P38_ABETZ_Eric,"12 Apr 16 - Hobart",Hobart,2016-04-12,42.00,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_35,ABETZ_Eric,P38_ABETZ_Eric,"13 Apr 16 - Hobart",Hobart,2016-04-13,48.47,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_36,ABETZ_Eric,P38_ABETZ_Eric,"13 Apr 16 - Brisbane",Brisbane,2016-04-13,50.80,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_37,ABETZ_Eric,P38_ABETZ_Eric,"13 Apr 16 - Brisbane",Brisbane,2016-04-13,40.00,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_7_38,ABETZ_Eric,P38_ABETZ_Eric,"13 Apr 16 - Brisbane",Brisbane,2016-04-13,40.00,P38_ABETZ_Eric.pdf,7
P38_ABETZ_Eric_8_10,ABETZ_Eric,P38_ABETZ_Eric,"2 May 16 - Hobart",Hobart,2016-05-02,65.50,P38_ABETZ_Eric.pdf,8
P38_ABETZ_Eric_8_11,ABETZ_Eric,P38_ABETZ_Eric,"4 May 16 - Hobart",Hobart,2016-05-04,85.15,P38_ABETZ_Eric.pdf,8
P38_ABETZ_Eric_8_3,ABETZ_Eric,P38_ABETZ_Eric,"13 Apr 16 - Brisbane",Brisbane,2016-04-13,40.00,P38_ABETZ_Eric.pdf,8
P38_ABETZ_Eric_8_4,ABETZ_Eric,P38_ABETZ_Eric,"14 Apr 16 - Brisbane",Brisbane,2016-04-14,40.00,P38_ABETZ_Eric.pdf,8
