entry_id,parl_id,source_id,details,start_date,end_date,location,num_nights,rate,spouse,amount,source_pdf,source_pagenum
P38_ABBOTT_Tony_17_4,ABBOTT_Tony,P38_ABBOTT_Tony,"Sittings of Parliament",2015-10-12,2015-10-15,Canberra,4,273.00,0.00,1092.00,P38_ABBOTT_Tony.pdf,17
P38_ABBOTT_Tony_17_5,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2015-12-21,2015-12-22,Canberra,2,273.00,0.00,546.00,P38_ABBOTT_Tony.pdf,17
P38_ABBOTT_Tony_5_10,ABBOTT_Tony,P38_ABBOTT_Tony,"Sittings of Parliament",2016-02-29,2016-03-02,Canberra,3,273.00,0.00,819.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_11,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-03-03,2016-03-03,Melbourne,1,438.00,0.00,438.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_12,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-03-04,2016-03-04,Launceston,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_13,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-03-08,2016-03-08,Canberra,1,273.00,0.00,273.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_14,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-03-09,2016-03-09,Brisbane,1,430.00,0.00,430.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_15,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-03-13,2016-03-14,Melbourne,2,438.00,0.00,876.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_16,ABBOTT_Tony,P38_ABBOTT_Tony,"Sittings of Parliament",2016-03-15,2016-03-16,Canberra,2,273.00,0.00,546.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_17,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-02,2016-04-02,Canberra,1,273.00,0.00,273.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_18,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-03,2016-04-03,Yass,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_19,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-04,2016-04-04,Cootamundra,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_20,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-05,2016-04-05,Canberra,1,273.00,0.00,273.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_21,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-06,2016-04-06,Forbes,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_22,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-07,2016-04-07,Orange,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
P38_ABBOTT_Tony_5_23,ABBOTT_Tony,P38_ABBOTT_Tony,"Former Prime Minister - Official Business",2016-04-08,2016-04-08,Oberon,1,368.00,0.00,368.00,P38_ABBOTT_Tony.pdf,5
