entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P33_MACDONALD_Ian_10_12,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1899.05,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_13,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 4 Sep to 12 Oct 13",Fuel,2013-09-04,2013-10-12,761.38,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_14,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 27 Sep 13",Fuel,2013-09-27,0000-00-00,90.90,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_15,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1899.05,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_16,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 20 Oct to 5 Nov 13",Fuel,2013-10-20,2013-11-05,425.44,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_17,MACDONALD_Ian,P33_MACDONALD_Ian,"Car cleaning 29 Oct 13","Car cleaning",2013-10-29,0000-00-00,10.91,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_18,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1899.05,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_19,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1899.05,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_3,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,601.77,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_4,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1851.65,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_5,MACDONALD_Ian,P33_MACDONALD_Ian,"Additional maintenance 3 Jul 13","Additional maintenance",2013-07-03,0000-00-00,379.10,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_6,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 7 Jul to 3 Aug 13",Fuel,2013-07-07,2013-08-03,475.78,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_7,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,601.77,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_8,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease adj 1 Aug to 31 Aug 13","Lease adj",2013-08-01,2013-08-31,47.40,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_10_9,MACDONALD_Ian,P33_MACDONALD_Ian,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1851.65,P33_MACDONALD_Ian.pdf,10
P33_MACDONALD_Ian_26_3,MACDONALD_Ian,P33_MACDONALD_Ian,"Reimb of infringement notice fee 6 Feb 13","Reimb of infringement notice fee",2013-02-06,0000-00-00,-25.00,P33_MACDONALD_Ian.pdf,26
P33_MACDONALD_Ian_26_4,MACDONALD_Ian,P33_MACDONALD_Ian,"Accident excess 2 Mar 13","Accident excess",2013-03-02,0000-00-00,120.00,P33_MACDONALD_Ian.pdf,26
P33_MACDONALD_Ian_26_5,MACDONALD_Ian,P33_MACDONALD_Ian,"Accident excess 20 Mar 13","Accident excess",2013-03-20,0000-00-00,500.00,P33_MACDONALD_Ian.pdf,26
P33_MACDONALD_Ian_26_6,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 1 May to 14 Jun 13",Fuel,2013-05-01,2013-06-14,816.42,P33_MACDONALD_Ian.pdf,26
P33_MACDONALD_Ian_26_7,MACDONALD_Ian,P33_MACDONALD_Ian,"Accident excess 20 Jun 13","Accident excess",2013-06-20,0000-00-00,120.00,P33_MACDONALD_Ian.pdf,26
P33_MACDONALD_Ian_26_8,MACDONALD_Ian,P33_MACDONALD_Ian,"Fuel 26 Jun to 5 Jul 13",Fuel,2013-06-26,2013-07-05,263.51,P33_MACDONALD_Ian.pdf,26
P33_MACKLIN_Jenny_21_3,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 4 May to 21 May 13",Fuel,2013-05-04,2013-05-21,191.55,P33_MACKLIN_Jenny.pdf,21
P33_MACKLIN_Jenny_21_4,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 1 Jun to 14 Jul 13",Fuel,2013-06-01,2013-07-14,337.45,P33_MACKLIN_Jenny.pdf,21
P33_MACKLIN_Jenny_8_10,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 19 Oct to 31 Oct 13",Fuel,2013-10-19,2013-10-31,57.77,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_11,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_12,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_3,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_4,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 3 Jul to 20 Jul 13",Fuel,2013-07-03,2013-07-20,108.99,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_5,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_6,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 5 Aug to 26 Aug 13",Fuel,2013-08-05,2013-08-26,217.54,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_7,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_8,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Fuel 5 Sep to 16 Sep 13",Fuel,2013-09-05,2013-09-16,158.14,P33_MACKLIN_Jenny.pdf,8
P33_MACKLIN_Jenny_8_9,MACKLIN_Jenny,P33_MACKLIN_Jenny,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,792.40,P33_MACKLIN_Jenny.pdf,8
P33_MADIGAN_John_18_3,MADIGAN_John,P33_MADIGAN_John,"Fuel 13 May to 31 May 13",Fuel,2013-05-13,2013-05-31,230.27,P33_MADIGAN_John.pdf,18
P33_MADIGAN_John_18_4,MADIGAN_John,P33_MADIGAN_John,"Infringement notice fee 25 May 13","Infringement notice fee",2013-05-25,0000-00-00,25.00,P33_MADIGAN_John.pdf,18
P33_MADIGAN_John_18_5,MADIGAN_John,P33_MADIGAN_John,"Reimb of infringement notice fee 25 May 13","Reimb of infringement notice fee",2013-05-25,0000-00-00,-25.00,P33_MADIGAN_John.pdf,18
P33_MADIGAN_John_18_6,MADIGAN_John,P33_MADIGAN_John,"Fuel 9 Jun to 15 Jul 13",Fuel,2013-06-09,2013-07-15,402.55,P33_MADIGAN_John.pdf,18
P33_MADIGAN_John_7_10,MADIGAN_John,P33_MADIGAN_John,"Fuel 1 Sep to 1 Oct 13",Fuel,2013-09-01,2013-10-01,407.59,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_11,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,991.61,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_12,MADIGAN_John,P33_MADIGAN_John,"Fuel 9 Oct to 15 Nov 13",Fuel,2013-10-09,2013-11-15,239.72,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_13,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,991.61,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_14,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,991.61,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_3,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,991.61,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_4,MADIGAN_John,P33_MADIGAN_John,"Infringement notice fee 4 Jul 13","Infringement notice fee",2013-07-04,0000-00-00,25.00,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_5,MADIGAN_John,P33_MADIGAN_John,"Reimb of infringement notice fee 4 Jul 13","Reimb of infringement notice fee",2013-07-04,0000-00-00,-25.00,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_6,MADIGAN_John,P33_MADIGAN_John,"Fuel 21 Jul to 12 Aug 13",Fuel,2013-07-21,2013-08-12,262.70,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_7,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,991.61,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_8,MADIGAN_John,P33_MADIGAN_John,"Fuel 8 Aug to 31 Aug 13",Fuel,2013-08-08,2013-08-31,684.22,P33_MADIGAN_John.pdf,7
P33_MADIGAN_John_7_9,MADIGAN_John,P33_MADIGAN_John,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,991.61,P33_MADIGAN_John.pdf,7
P33_MARINO_Nola_22_3,MARINO_Nola,P33_MARINO_Nola,"Fuel 11 May to 8 Jun 13",Fuel,2013-05-11,2013-06-08,375.25,P33_MARINO_Nola.pdf,22
P33_MARINO_Nola_22_4,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 22 May 13","Car cleaning",2013-05-22,0000-00-00,10.91,P33_MARINO_Nola.pdf,22
P33_MARINO_Nola_22_5,MARINO_Nola,P33_MARINO_Nola,"Fuel 11 Jun to 15 Jul 13",Fuel,2013-06-11,2013-07-15,540.73,P33_MARINO_Nola.pdf,22
P33_MARINO_Nola_7_10,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 2 Sep 13","Car cleaning",2013-09-02,0000-00-00,12.73,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_11,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 6 Sep 13","Car cleaning",2013-09-06,0000-00-00,12.73,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_12,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 20 Sep 13","Car cleaning",2013-09-20,0000-00-00,10.91,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_13,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 27 Sep 13","Car cleaning",2013-09-27,0000-00-00,9.09,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_14,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1184.97,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_15,MARINO_Nola,P33_MARINO_Nola,"Fuel 10 Oct to 8 Nov 13",Fuel,2013-10-10,2013-11-08,551.11,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_16,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 16 Oct 13","Car cleaning",2013-10-16,0000-00-00,10.91,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_17,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 16 Oct 13","Car cleaning",2013-10-16,0000-00-00,12.73,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_18,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 31 Oct 13","Car cleaning",2013-10-31,0000-00-00,12.73,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_19,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1184.97,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_20,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1184.97,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_3,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1184.96,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_4,MARINO_Nola,P33_MARINO_Nola,"Fuel 10 Jul to 11 Aug 13",Fuel,2013-07-10,2013-08-11,720.01,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_5,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1184.97,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_6,MARINO_Nola,P33_MARINO_Nola,"Car cleaning 12 Aug 13","Car cleaning",2013-08-12,0000-00-00,10.91,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_7,MARINO_Nola,P33_MARINO_Nola,"Fuel 16 Aug to 14 Sep 13",Fuel,2013-08-16,2013-09-14,602.63,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_8,MARINO_Nola,P33_MARINO_Nola,"Fuel 31 Aug to 7 Oct 13",Fuel,2013-08-31,2013-10-07,642.86,P33_MARINO_Nola.pdf,7
P33_MARINO_Nola_7_9,MARINO_Nola,P33_MARINO_Nola,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1184.97,P33_MARINO_Nola.pdf,7
P33_MARKUS_Louise_18_3,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 6 Apr to 13 May 13",Fuel,2013-04-06,2013-05-13,629.65,P33_MARKUS_Louise.pdf,18
P33_MARKUS_Louise_18_4,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 10 May to 15 Jun 13",Fuel,2013-05-10,2013-06-15,529.59,P33_MARKUS_Louise.pdf,18
P33_MARKUS_Louise_18_5,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Jun to 30 Jun 13",Lease,2013-06-01,2013-06-30,1517.54,P33_MARKUS_Louise.pdf,18
P33_MARKUS_Louise_18_6,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 16 Jun to 15 Jul 13",Fuel,2013-06-16,2013-07-15,562.75,P33_MARKUS_Louise.pdf,18
P33_MARKUS_Louise_7_10,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 9 Oct to 11 Nov 13",Fuel,2013-10-09,2013-11-11,603.04,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_11,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_12,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_3,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_4,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 14 Jul to 13 Aug 13",Fuel,2013-07-14,2013-08-13,639.33,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_5,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_6,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 15 Aug to 15 Sep 13",Fuel,2013-08-15,2013-09-15,652.93,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_7,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_8,MARKUS_Louise,P33_MARKUS_Louise,"Fuel 15 Sep to 12 Oct 13",Fuel,2013-09-15,2013-10-12,325.41,P33_MARKUS_Louise.pdf,7
P33_MARKUS_Louise_7_9,MARKUS_Louise,P33_MARKUS_Louise,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1517.54,P33_MARKUS_Louise.pdf,7
P33_MARLES_Richard_10_10,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1113.97,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_11,MARLES_Richard,P33_MARLES_Richard,"Fuel 2 Oct to 31 Oct 13",Fuel,2013-10-02,2013-10-31,455.85,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_12,MARLES_Richard,P33_MARLES_Richard,"Lease 14 Oct to 31 Oct 13",Lease,2013-10-14,2013-10-31,493.63,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_13,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,871.11,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_14,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1113.97,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_15,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,871.11,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_16,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1113.97,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_3,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1165.86,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_4,MARLES_Richard,P33_MARLES_Richard,"Fuel 5 Jul to 7 Aug 13",Fuel,2013-07-05,2013-08-07,336.83,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_5,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1165.86,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_6,MARLES_Richard,P33_MARLES_Richard,"Lease adj 1 Aug to 31 Aug 13","Lease adj",2013-08-01,2013-08-31,-51.89,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_7,MARLES_Richard,P33_MARLES_Richard,"Fuel 21 Aug to 15 Sep 13",Fuel,2013-08-21,2013-09-15,353.85,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_8,MARLES_Richard,P33_MARLES_Richard,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1113.97,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_10_9,MARLES_Richard,P33_MARLES_Richard,"Fuel 15 Sep to 26 Sep 13",Fuel,2013-09-15,2013-09-26,257.96,P33_MARLES_Richard.pdf,10
P33_MARLES_Richard_27_3,MARLES_Richard,P33_MARLES_Richard,"Fuel 5 May to 25 May 13",Fuel,2013-05-05,2013-05-25,246.96,P33_MARLES_Richard.pdf,27
P33_MARLES_Richard_27_4,MARLES_Richard,P33_MARLES_Richard,"Fuel 9 Jun to 21 Jun 13",Fuel,2013-06-09,2013-06-21,171.91,P33_MARLES_Richard.pdf,27
P33_MARSHALL_Gavin_19_3,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 7 May to 16 Jun 13",Fuel,2013-05-07,2013-06-16,458.20,P33_MARSHALL_Gavin.pdf,19
P33_MARSHALL_Gavin_19_4,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 16 Jun to 15 Jul 13",Fuel,2013-06-16,2013-07-15,357.96,P33_MARSHALL_Gavin.pdf,19
P33_MARSHALL_Gavin_7_10,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 11 Aug 13",Fuel,2013-08-11,0000-00-00,91.08,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_11,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 28 Aug to 15 Sep 13",Fuel,2013-08-28,2013-09-15,162.55,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_12,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Sep to 30 Sep 13",Lease,2013-09-01,2013-09-30,1101.49,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_13,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Oct to 31 Oct 13",Lease,2013-10-01,2013-10-31,1101.49,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_14,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 8 Oct 13",Fuel,2013-10-08,0000-00-00,79.41,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_15,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,1101.49,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_16,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Dec to 31 Dec 13",Lease,2013-12-01,2013-12-31,1101.49,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_3,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,1081.44,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_4,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Installation cradle 23 Jul 13","Installation cradle",2013-07-23,0000-00-00,130.00,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_5,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Charge cable 23 Jul 13","Charge cable",2013-07-23,0000-00-00,31.82,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_6,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Cradle 23 Jul 13",Cradle,2013-07-23,0000-00-00,218.18,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_7,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Fuel 1 Aug 13",Fuel,2013-08-01,0000-00-00,87.73,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_8,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,1081.44,P33_MARSHALL_Gavin.pdf,7
P33_MARSHALL_Gavin_7_9,MARSHALL_Gavin,P33_MARSHALL_Gavin,"Lease adj 1 Aug to 31 Aug 13","Lease adj",2013-08-01,2013-08-31,20.05,P33_MARSHALL_Gavin.pdf,7
P33_MASON_Brett_11_10,MASON_Brett,P33_MASON_Brett,"End of lease adj 25 Sep to 30 Sep 13","End of lease adj",2013-09-25,2013-09-30,-128.02,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_11,MASON_Brett,P33_MASON_Brett,"Lease 24 Sep to 23 Oct 13",Lease,2013-09-24,2013-10-23,757.73,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_12,MASON_Brett,P33_MASON_Brett,"Lease 1 Oct to 11 Oct 13",Lease,2013-10-01,2013-10-11,227.12,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_13,MASON_Brett,P33_MASON_Brett,"End of lease adj 1 Oct to 11 Oct 13","End of lease adj",2013-10-01,2013-10-11,-227.12,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_14,MASON_Brett,P33_MASON_Brett,"Lease 24 Oct to 23 Nov 13",Lease,2013-10-24,2013-11-23,757.73,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_15,MASON_Brett,P33_MASON_Brett,"Fuel 29 Oct 13",Fuel,2013-10-29,0000-00-00,77.70,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_16,MASON_Brett,P33_MASON_Brett,"Lease 24 Nov to 23 Dec 13",Lease,2013-11-24,2013-12-23,757.73,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_3,MASON_Brett,P33_MASON_Brett,"Lease 1 Jul to 31 Jul 13",Lease,2013-07-01,2013-07-31,640.07,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_4,MASON_Brett,P33_MASON_Brett,"Fuel 21 Jul to 26 Jul 13",Fuel,2013-07-21,2013-07-26,90.95,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_5,MASON_Brett,P33_MASON_Brett,"Lease 1 Aug to 31 Aug 13",Lease,2013-08-01,2013-08-31,640.07,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_6,MASON_Brett,P33_MASON_Brett,"Fuel 18 Aug to 22 Aug 13",Fuel,2013-08-18,2013-08-22,147.88,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_7,MASON_Brett,P33_MASON_Brett,"Lease 1 Sep to 11 Sep 13",Lease,2013-09-01,2013-09-11,234.65,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_8,MASON_Brett,P33_MASON_Brett,"Fuel 2 Sep to 8 Sep 13",Fuel,2013-09-02,2013-09-08,155.19,P33_MASON_Brett.pdf,11
P33_MASON_Brett_11_9,MASON_Brett,P33_MASON_Brett,"Lease 12 Sep to 30 Sep 13",Lease,2013-09-12,2013-09-30,405.41,P33_MASON_Brett.pdf,11
P33_MASON_Brett_25_3,MASON_Brett,P33_MASON_Brett,"Fuel 11 Jun to 15 Jul 13",Fuel,2013-06-11,2013-07-15,334.62,P33_MASON_Brett.pdf,25
P33_MATHESON_Russell_14_3,MATHESON_Russell,P33_MATHESON_Russell,"Fuel 15 Apr to 13 May 13",Fuel,2013-04-15,2013-05-13,308.03,P33_MATHESON_Russell.pdf,14
P33_MATHESON_Russell_14_4,MATHESON_Russell,P33_MATHESON_Russell,"Fuel 26 May to 11 Jun 13",Fuel,2013-05-26,2013-06-11,210.49,P33_MATHESON_Russell.pdf,14
P33_MATHESON_Russell_14_5,MATHESON_Russell,P33_MATHESON_Russell,"Lease 1 Jun to 30 Jun 13",Lease,2013-06-01,2013-06-30,900.39,P33_MATHESON_Russell.pdf,14
P33_MATHESON_Russell_14_6,MATHESON_Russell,P33_MATHESON_Russell,"Fuel 21 Jun to 5 Jul 13",Fuel,2013-06-21,2013-07-05,223.85,P33_MATHESON_Russell.pdf,14
P33_MATHESON_Russell_6_10,MATHESON_Russell,P33_MATHESON_Russell,"Fuel 22 Oct to 11 Nov 13",Fuel,2013-10-22,2013-11-11,205.00,P33_MATHESON_Russell.pdf,6
P33_MATHESON_Russell_6_11,MATHESON_Russell,P33_MATHESON_Russell,"Lease 1 Nov to 30 Nov 13",Lease,2013-11-01,2013-11-30,900.39,P33_MATHESON_Russell.pdf,6
