entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P33_BALDWIN_Bob_14_34,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking 15 Jul 13",2013-07-15,0000-00-00,31.82,P33_BALDWIN_Bob.pdf,14
P33_BALDWIN_Bob_14_35,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking 16 Jul 13",2013-07-16,0000-00-00,31.82,P33_BALDWIN_Bob.pdf,14
P33_BALDWIN_Bob_14_36,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking 1 Aug 13",2013-08-01,0000-00-00,45.45,P33_BALDWIN_Bob.pdf,14
P33_BALDWIN_Bob_15_3,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking 30 Sep 13",2013-09-30,0000-00-00,31.82,P33_BALDWIN_Bob.pdf,15
P33_BALDWIN_Bob_15_4,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking 3 Oct 13",2013-10-03,0000-00-00,31.82,P33_BALDWIN_Bob.pdf,15
P33_BALDWIN_Bob_28_27,BALDWIN_Bob,P33_BALDWIN_Bob,"Parking between 29 Jun and 30 Jun 13",2013-06-29,2013-06-30,31.82,P33_BALDWIN_Bob.pdf,28
P33_BIRD_Sharon_8_24,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 14 Jul and 17 Jul 13",2013-07-14,2013-07-17,91.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_25,BIRD_Sharon,P33_BIRD_Sharon,"Parking 23 Jul 13",2013-07-23,0000-00-00,31.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_26,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 29 Jul and 30 Jul 13",2013-07-29,2013-07-30,53.64,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_27,BIRD_Sharon,P33_BIRD_Sharon,"Parking 1 Aug 13",2013-08-01,0000-00-00,31.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_28,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 8 Aug and 9 Aug 13",2013-08-08,2013-08-09,114.73,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_29,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 12 Aug and 14 Aug 13",2013-08-12,2013-08-14,73.64,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_30,BIRD_Sharon,P33_BIRD_Sharon,"Parking 19 Aug 13",2013-08-19,0000-00-00,31.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_31,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 25 Aug and 26 Aug 13",2013-08-25,2013-08-26,53.64,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_32,BIRD_Sharon,P33_BIRD_Sharon,"Parking between 28 Aug and 29 Aug 13",2013-08-28,2013-08-29,53.64,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_33,BIRD_Sharon,P33_BIRD_Sharon,"Parking 1 Sep 13",2013-09-01,0000-00-00,31.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_34,BIRD_Sharon,P33_BIRD_Sharon,"Parking 2 Sep 13",2013-09-02,0000-00-00,21.82,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_35,BIRD_Sharon,P33_BIRD_Sharon,"Parking 3 Sep 13",2013-09-03,0000-00-00,20.00,P33_BIRD_Sharon.pdf,8
P33_BIRD_Sharon_8_36,BIRD_Sharon,P33_BIRD_Sharon,"Parking 4 Sep 13",2013-09-04,0000-00-00,18.18,P33_BIRD_Sharon.pdf,8
P33_BIRMINGHAM_Simon_14_35,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"Parking 3 Oct 13",2013-10-03,0000-00-00,30.00,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_36,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"Parking 31 Oct 13",2013-10-31,0000-00-00,30.00,P33_BIRMINGHAM_Simon.pdf,14
P33_BOYCE_Sue_9_3,BOYCE_Sue,P33_BOYCE_Sue,"Parking 15 Jul 13",2013-07-15,0000-00-00,45.45,P33_BOYCE_Sue.pdf,9
P33_BOYCE_Sue_9_4,BOYCE_Sue,P33_BOYCE_Sue,"Parking 14 Aug 13",2013-08-14,0000-00-00,18.18,P33_BOYCE_Sue.pdf,9
P33_BOYCE_Sue_9_5,BOYCE_Sue,P33_BOYCE_Sue,"Parking 29 Aug 13",2013-08-29,0000-00-00,52.73,P33_BOYCE_Sue.pdf,9
P33_BRIGGS_Jamie_13_3,BRIGGS_Jamie,P33_BRIGGS_Jamie,"Parking 2 Jul 13",2013-07-02,0000-00-00,14.95,P33_BRIGGS_Jamie.pdf,13
P33_BRIGGS_Jamie_13_4,BRIGGS_Jamie,P33_BRIGGS_Jamie,"Parking between 3 Jul and 4 Jul 13",2013-07-03,2013-07-04,40.91,P33_BRIGGS_Jamie.pdf,13
