entry_id,parl_id,source_id,details,date,amount,source_pdf,source_pagenum
P33_ABETZ_Eric_19_37,ABETZ_Eric,P33_ABETZ_Eric,"18 Oct 13",2013-10-18,34.91,P33_ABETZ_Eric.pdf,19
P33_ADAMS_Dick_14_28,ADAMS_Dick,P33_ADAMS_Dick,"22 Jul 13",2013-07-22,40.36,P33_ADAMS_Dick.pdf,14
P33_ADAMS_Dick_26_10,ADAMS_Dick,P33_ADAMS_Dick,"30 May 13",2013-05-30,45.41,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_11,ADAMS_Dick,P33_ADAMS_Dick,"7 Jun 13",2013-06-07,40.36,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_12,ADAMS_Dick,P33_ADAMS_Dick,"16 Jun 13",2013-06-16,36.23,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_13,ADAMS_Dick,P33_ADAMS_Dick,"20 Jun 13",2013-06-20,40.36,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_14,ADAMS_Dick,P33_ADAMS_Dick,"23 Jun 13",2013-06-23,40.36,P33_ADAMS_Dick.pdf,26
P33_ADAMS_Dick_26_15,ADAMS_Dick,P33_ADAMS_Dick,"28 Jun 13",2013-06-28,40.36,P33_ADAMS_Dick.pdf,26
P33_ANDREWS_Kevin_18_34,ANDREWS_Kevin,P33_ANDREWS_Kevin,"5 Jul 13",2013-07-05,55.50,P33_ANDREWS_Kevin.pdf,18
P33_ANDREWS_Kevin_18_35,ANDREWS_Kevin,P33_ANDREWS_Kevin,"15 Jul 13",2013-07-15,21.19,P33_ANDREWS_Kevin.pdf,18
P33_ANDREWS_Kevin_18_36,ANDREWS_Kevin,P33_ANDREWS_Kevin,"26 Oct 13",2013-10-26,37.64,P33_ANDREWS_Kevin.pdf,18
P33_ANDREWS_Kevin_18_37,ANDREWS_Kevin,P33_ANDREWS_Kevin,"2 Nov 13",2013-11-02,45.21,P33_ANDREWS_Kevin.pdf,18
P33_ANDREWS_Kevin_18_38,ANDREWS_Kevin,P33_ANDREWS_Kevin,"2 Nov 13",2013-11-02,46.01,P33_ANDREWS_Kevin.pdf,18
P33_ANDREWS_Kevin_31_17,ANDREWS_Kevin,P33_ANDREWS_Kevin,"14 Jun 13",2013-06-14,14.43,P33_ANDREWS_Kevin.pdf,31
P33_BALDWIN_Bob_14_29,BALDWIN_Bob,P33_BALDWIN_Bob,"7 Aug 13",2013-08-07,20.18,P33_BALDWIN_Bob.pdf,14
P33_BALDWIN_Bob_14_30,BALDWIN_Bob,P33_BALDWIN_Bob,"8 Nov 13",2013-11-08,117.05,P33_BALDWIN_Bob.pdf,14
P33_BALDWIN_Bob_28_23,BALDWIN_Bob,P33_BALDWIN_Bob,"30 May 13",2013-05-30,13.52,P33_BALDWIN_Bob.pdf,28
P33_BERNARDI_Cory_8_8,BERNARDI_Cory,P33_BERNARDI_Cory,"29 Aug 13",2013-08-29,53.48,P33_BERNARDI_Cory.pdf,8
P33_BILYK_Catryna_11_30,BILYK_Catryna,P33_BILYK_Catryna,"20 Sep 13",2013-09-20,10.70,P33_BILYK_Catryna.pdf,11
P33_BIRMINGHAM_Simon_14_24,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"9 Jul 13",2013-07-09,29.36,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_25,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"25 Aug 13",2013-08-25,25.89,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_26,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"25 Aug 13",2013-08-25,19.98,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_27,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"29 Aug 13",2013-08-29,23.61,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_28,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"29 Aug 13",2013-08-29,27.55,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_29,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"8 Sep 13",2013-09-08,12.51,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_30,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"17 Sep 13",2013-09-17,14.93,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_14_31,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"7 Nov 13",2013-11-07,8.17,P33_BIRMINGHAM_Simon.pdf,14
P33_BIRMINGHAM_Simon_27_15,BIRMINGHAM_Simon,P33_BIRMINGHAM_Simon,"30 Jun 13",2013-06-30,18.26,P33_BIRMINGHAM_Simon.pdf,27
P33_BISHOP_Julie_24_23,BISHOP_Julie,P33_BISHOP_Julie,"30 Jul 13",2013-07-30,10.09,P33_BISHOP_Julie.pdf,24
P33_BISHOP_Julie_24_24,BISHOP_Julie,P33_BISHOP_Julie,"31 Aug 13",2013-08-31,31.18,P33_BISHOP_Julie.pdf,24
P33_BISHOP_Julie_24_25,BISHOP_Julie,P33_BISHOP_Julie,"29 Oct 13",2013-10-29,23.01,P33_BISHOP_Julie.pdf,24
P33_BISHOP_Julie_39_23,BISHOP_Julie,P33_BISHOP_Julie,"23 Jun 13",2013-06-23,26.54,P33_BISHOP_Julie.pdf,39
P33_BISHOP_Julie_39_24,BISHOP_Julie,P33_BISHOP_Julie,"23 Jun 13",2013-06-23,10.09,P33_BISHOP_Julie.pdf,39
P33_BISHOP_Mark_21_14,BISHOP_Mark,P33_BISHOP_Mark,"30 May 13",2013-05-30,20.38,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_15,BISHOP_Mark,P33_BISHOP_Mark,"31 May 13",2013-05-31,53.84,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_16,BISHOP_Mark,P33_BISHOP_Mark,"31 May 13",2013-05-31,18.57,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_17,BISHOP_Mark,P33_BISHOP_Mark,"31 May 13",2013-05-31,19.23,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_18,BISHOP_Mark,P33_BISHOP_Mark,"31 May 13",2013-05-31,10.09,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_19,BISHOP_Mark,P33_BISHOP_Mark,"1 Jun 13",2013-06-01,90.27,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_20,BISHOP_Mark,P33_BISHOP_Mark,"6 Jun 13",2013-06-06,18.52,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_21,BISHOP_Mark,P33_BISHOP_Mark,"6 Jun 13",2013-06-06,53.99,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_22,BISHOP_Mark,P33_BISHOP_Mark,"20 Jun 13",2013-06-20,12.06,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_23,BISHOP_Mark,P33_BISHOP_Mark,"28 Jun 13",2013-06-28,18.32,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_24,BISHOP_Mark,P33_BISHOP_Mark,"28 Jun 13",2013-06-28,22.05,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_25,BISHOP_Mark,P33_BISHOP_Mark,"28 Jun 13",2013-06-28,6.01,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_26,BISHOP_Mark,P33_BISHOP_Mark,"29 Jun 13",2013-06-29,51.12,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_21_27,BISHOP_Mark,P33_BISHOP_Mark,"29 Jun 13",2013-06-29,52.93,P33_BISHOP_Mark.pdf,21
P33_BISHOP_Mark_9_34,BISHOP_Mark,P33_BISHOP_Mark,"10 Jul 13",2013-07-10,25.38,P33_BISHOP_Mark.pdf,9
