entry_id,parl_id,source_id,details,origin,destination,date,amount,balance_of_payment,source_pdf,source_pagenum
P39_ABBOTT_Tony_8_14,ABBOTT_Tony,P39_ABBOTT_Tony,"Sydney to Canberra 10 Oct 16",Sydney,Canberra,2016-10-10,203.28,,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_15,ABBOTT_Tony,P39_ABBOTT_Tony,"Canberra to Sydney 13 Oct 16",Canberra,Sydney,2016-10-13,203.28,,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_16,ABBOTT_Tony,P39_ABBOTT_Tony,"Forestville to Canberra 6 Nov 16",Forestville,Canberra,2016-11-06,201.96,,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_17,ABBOTT_Tony,P39_ABBOTT_Tony,"Canberra to Forestville 10 Nov 16",Canberra,Forestville,2016-11-10,201.96,,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_18,ABBOTT_Tony,P39_ABBOTT_Tony,"Sydney to Canberra 27 Nov 16",Sydney,Canberra,2016-11-27,201.96,,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_19,ABBOTT_Tony,P39_ABBOTT_Tony,"Canberra to Forestville 1 Dec 16",Canberra,Forestville,2016-12-01,201.96,,P39_ABBOTT_Tony.pdf,8
P39_ALEXANDER_John_6_3,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 28 Aug 16",Sydney,Canberra,2016-08-28,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_4,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 1 Sep 16",Canberra,Sydney,2016-09-01,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_5,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 11 Sep 16",Sydney,Canberra,2016-09-11,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_6,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 15 Sep 16",Canberra,Sydney,2016-09-15,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_7,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 9 Oct 16",Sydney,Canberra,2016-10-09,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_8,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 13 Oct 16",Canberra,Sydney,2016-10-13,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_9,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 16 Oct 16",Sydney,Canberra,2016-10-16,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_10,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 20 Oct 16",Canberra,Sydney,2016-10-20,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_11,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 6 Nov 16",Sydney,Canberra,2016-11-06,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_12,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 10 Nov 16",Canberra,Sydney,2016-11-10,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_13,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 20 Nov 16",Sydney,Canberra,2016-11-20,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_14,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 24 Nov 16",Canberra,Sydney,2016-11-24,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_15,ALEXANDER_John,P39_ALEXANDER_John,"Sydney to Canberra 27 Nov 16",Sydney,Canberra,2016-11-27,188.10,,P39_ALEXANDER_John.pdf,6
P39_ALEXANDER_John_6_16,ALEXANDER_John,P39_ALEXANDER_John,"Canberra to Sydney 1 Dec 16",Canberra,Sydney,2016-12-01,188.10,,P39_ALEXANDER_John.pdf,6
P39_BURNEY_Linda_7_3,BURNEY_Linda,P39_BURNEY_Linda,"Marrickville to Canberra 8 Jul 16",Marrickville,Canberra,2016-07-08,182.16,,P39_BURNEY_Linda.pdf,7
P39_BURNEY_Linda_7_4,BURNEY_Linda,P39_BURNEY_Linda,"Canberra to Marrickville 8 Jul 16",Canberra,Marrickville,2016-07-08,182.16,,P39_BURNEY_Linda.pdf,7
P39_BURNEY_Linda_7_5,BURNEY_Linda,P39_BURNEY_Linda,"Marrickville to Canberra 21 Jul 16",Marrickville,Canberra,2016-07-21,182.16,,P39_BURNEY_Linda.pdf,7
P39_BURNEY_Linda_7_6,BURNEY_Linda,P39_BURNEY_Linda,"Canberra to Marrickville 22 Jul 16",Canberra,Marrickville,2016-07-22,182.16,,P39_BURNEY_Linda.pdf,7
P39_COLEMAN_David_7_3,COLEMAN_David,P39_COLEMAN_David,"Sydney to Canberra 3 Oct 16",Sydney,Canberra,2016-10-03,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_4,COLEMAN_David,P39_COLEMAN_David,"Canberra to Sydney 6 Oct 16",Canberra,Sydney,2016-10-06,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_5,COLEMAN_David,P39_COLEMAN_David,"Sydney to Canberra 10 Oct 16",Sydney,Canberra,2016-10-10,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_6,COLEMAN_David,P39_COLEMAN_David,"Canberra to Sydney 14 Oct 16",Canberra,Sydney,2016-10-14,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_7,COLEMAN_David,P39_COLEMAN_David,"Sydney to Canberra 17 Oct 16",Sydney,Canberra,2016-10-17,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_8,COLEMAN_David,P39_COLEMAN_David,"Canberra to Sydney 20 Oct 16",Canberra,Sydney,2016-10-20,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_9,COLEMAN_David,P39_COLEMAN_David,"Lugarno to Canberra 7 Nov 16",Lugarno,Canberra,2016-11-07,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_10,COLEMAN_David,P39_COLEMAN_David,"Canberra to Lugarno 10 Nov 16",Canberra,Lugarno,2016-11-10,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_11,COLEMAN_David,P39_COLEMAN_David,"Sydney to Canberra 21 Nov 16",Sydney,Canberra,2016-11-21,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_12,COLEMAN_David,P39_COLEMAN_David,"Canberra to Sydney 24 Nov 16",Canberra,Sydney,2016-11-24,178.20,,P39_COLEMAN_David.pdf,7
P39_COLEMAN_David_7_13,COLEMAN_David,P39_COLEMAN_David,"Sydney to Canberra 27 Nov 16",Sydney,Canberra,2016-11-27,171.60,,P39_COLEMAN_David.pdf,7
P39_FALINSKI_Jason_7_3,FALINSKI_Jason,P39_FALINSKI_Jason,"Sydney to Canberra 17 Jul 16",Sydney,Canberra,2016-07-17,411.84,,P39_FALINSKI_Jason.pdf,7
P39_FREELANDER_Mike_6_3,FREELANDER_Mike,P39_FREELANDER_Mike,"Camden to Canberra 15 Aug 16",Camden,Canberra,2016-08-15,337.92,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_4,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 29 Aug 16",Wombarra,Canberra,2016-08-29,171.60,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_5,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 1 Sep 16",Canberra,Wombarra,2016-09-01,171.60,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_6,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 11 Sep 16",Wombarra,Canberra,2016-09-11,174.90,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_7,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 15 Sep 16",Canberra,Wombarra,2016-09-15,174.90,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_8,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 10 Oct 16",Wombarra,Canberra,2016-10-10,178.20,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_9,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 13 Oct 16",Canberra,Wombarra,2016-10-13,178.20,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_10,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 17 Oct 16",Wombarra,Canberra,2016-10-17,174.90,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_11,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 20 Oct 16",Canberra,Wombarra,2016-10-20,174.90,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_12,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 7 Nov 16",Wombarra,Canberra,2016-11-07,178.20,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_13,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 10 Nov 16",Canberra,Wombarra,2016-11-10,178.20,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_14,FREELANDER_Mike,P39_FREELANDER_Mike,"Wombarra to Canberra 21 Nov 16",Wombarra,Canberra,2016-11-21,178.20,,P39_FREELANDER_Mike.pdf,6
P39_FREELANDER_Mike_6_15,FREELANDER_Mike,P39_FREELANDER_Mike,"Canberra to Wombarra 24 Nov 16",Canberra,Wombarra,2016-11-24,178.20,,P39_FREELANDER_Mike.pdf,6
