entry_id,parl_id,source_id,details,date,amount,source_pdf,source_pagenum
P39_ABBOTT_Tony_11_3,ABBOTT_Tony,P39_ABBOTT_Tony,"22 Aug 16",2016-08-22,12.08,P39_ABBOTT_Tony.pdf,11
P39_ALBANESE_Anthony_12_12,ALBANESE_Anthony,P39_ALBANESE_Anthony,"3 Jul 16",2016-07-03,17.65,P39_ALBANESE_Anthony.pdf,12
P39_ALBANESE_Anthony_12_13,ALBANESE_Anthony,P39_ALBANESE_Anthony,"19 Aug 16",2016-08-19,11.70,P39_ALBANESE_Anthony.pdf,12
P39_ALBANESE_Anthony_12_14,ALBANESE_Anthony,P39_ALBANESE_Anthony,"4 Oct 16",2016-10-04,12.56,P39_ALBANESE_Anthony.pdf,12
P39_ALBANESE_Anthony_12_15,ALBANESE_Anthony,P39_ALBANESE_Anthony,"4 Oct 16",2016-10-04,7.96,P39_ALBANESE_Anthony.pdf,12
P39_ALBANESE_Anthony_12_16,ALBANESE_Anthony,P39_ALBANESE_Anthony,"4 Oct 16",2016-10-04,10.64,P39_ALBANESE_Anthony.pdf,12
P39_ALBANESE_Anthony_12_17,ALBANESE_Anthony,P39_ALBANESE_Anthony,"1 Nov 16",2016-11-01,28.30,P39_ALBANESE_Anthony.pdf,12
P39_ALY_Anne_7_25,ALY_Anne,P39_ALY_Anne,"11 Sep 16",2016-09-11,29.73,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_26,ALY_Anne,P39_ALY_Anne,"5 Oct 16",2016-10-05,50.55,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_27,ALY_Anne,P39_ALY_Anne,"8 Oct 16",2016-10-08,30.78,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_28,ALY_Anne,P39_ALY_Anne,"9 Oct 16",2016-10-09,24.82,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_29,ALY_Anne,P39_ALY_Anne,"9 Oct 16",2016-10-09,23.61,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_30,ALY_Anne,P39_ALY_Anne,"13 Oct 16",2016-10-13,53.52,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_31,ALY_Anne,P39_ALY_Anne,"16 Oct 16",2016-10-16,47.09,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_32,ALY_Anne,P39_ALY_Anne,"18 Nov 16",2016-11-18,59.23,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_33,ALY_Anne,P39_ALY_Anne,"18 Nov 16",2016-11-18,52.47,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_34,ALY_Anne,P39_ALY_Anne,"28 Nov 16",2016-11-28,30.50,P39_ALY_Anne.pdf,7
P39_ALY_Anne_7_35,ALY_Anne,P39_ALY_Anne,"2 Dec 16",2016-12-02,30.60,P39_ALY_Anne.pdf,7
P39_BANKS_Julia_8_23,BANKS_Julia,P39_BANKS_Julia,"29 Aug 16",2016-08-29,17.15,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_24,BANKS_Julia,P39_BANKS_Julia,"29 Aug 16",2016-08-29,15.94,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_25,BANKS_Julia,P39_BANKS_Julia,"1 Sep 16",2016-09-01,110.10,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_26,BANKS_Julia,P39_BANKS_Julia,"4 Oct 16",2016-10-04,8.58,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_27,BANKS_Julia,P39_BANKS_Julia,"11 Oct 16",2016-10-11,10.09,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_28,BANKS_Julia,P39_BANKS_Julia,"17 Oct 16",2016-10-17,9.59,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_29,BANKS_Julia,P39_BANKS_Julia,"17 Oct 16",2016-10-17,10.39,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_30,BANKS_Julia,P39_BANKS_Julia,"18 Oct 16",2016-10-18,10.19,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_31,BANKS_Julia,P39_BANKS_Julia,"19 Oct 16",2016-10-19,10.60,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_32,BANKS_Julia,P39_BANKS_Julia,"23 Nov 16",2016-11-23,24.74,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_33,BANKS_Julia,P39_BANKS_Julia,"27 Nov 16",2016-11-27,8.44,P39_BANKS_Julia.pdf,8
P39_BANKS_Julia_8_34,BANKS_Julia,P39_BANKS_Julia,"27 Nov 16",2016-11-27,8.73,P39_BANKS_Julia.pdf,8
P39_BERNARDI_Cory_10_7,BERNARDI_Cory,P39_BERNARDI_Cory,"22 Aug 16",2016-08-22,15.84,P39_BERNARDI_Cory.pdf,10
P39_BERNARDI_Cory_10_8,BERNARDI_Cory,P39_BERNARDI_Cory,"22 Aug 16",2016-08-22,17.76,P39_BERNARDI_Cory.pdf,10
P39_BERNARDI_Cory_10_9,BERNARDI_Cory,P39_BERNARDI_Cory,"23 Aug 16",2016-08-23,30.78,P39_BERNARDI_Cory.pdf,10
P39_BERNARDI_Cory_21_9,BERNARDI_Cory,P39_BERNARDI_Cory,"23 Jun 16",2016-06-23,39.71,P39_BERNARDI_Cory.pdf,21
P39_BROAD_Andrew_9_3,BROAD_Andrew,P39_BROAD_Andrew,"13 Jul 16",2016-07-13,29.63,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_4,BROAD_Andrew,P39_BROAD_Andrew,"29 Jul 16",2016-07-29,15.24,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_5,BROAD_Andrew,P39_BROAD_Andrew,"29 Jul 16",2016-07-29,13.43,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_6,BROAD_Andrew,P39_BROAD_Andrew,"30 Jul 16",2016-07-30,8.91,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_7,BROAD_Andrew,P39_BROAD_Andrew,"30 Jul 16",2016-07-30,10.83,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_8,BROAD_Andrew,P39_BROAD_Andrew,"16 Oct 16",2016-10-16,42.58,P39_BROAD_Andrew.pdf,9
P39_BROAD_Andrew_9_9,BROAD_Andrew,P39_BROAD_Andrew,"2 Dec 16",2016-12-02,41.33,P39_BROAD_Andrew.pdf,9
P39_BRODTMANN_Gai_10_3,BRODTMANN_Gai,P39_BRODTMANN_Gai,"9 Sep 16",2016-09-09,41.24,P39_BRODTMANN_Gai.pdf,10
P39_BRODTMANN_Gai_10_4,BRODTMANN_Gai,P39_BRODTMANN_Gai,"9 Sep 16",2016-09-09,30.98,P39_BRODTMANN_Gai.pdf,10
P39_BRODTMANN_Gai_10_5,BRODTMANN_Gai,P39_BRODTMANN_Gai,"22 Oct 16",2016-10-22,30.47,P39_BRODTMANN_Gai.pdf,10
P39_BRODTMANN_Gai_10_6,BRODTMANN_Gai,P39_BRODTMANN_Gai,"17 Nov 16",2016-11-17,23.31,P39_BRODTMANN_Gai.pdf,10
P39_BRODTMANN_Gai_10_7,BRODTMANN_Gai,P39_BRODTMANN_Gai,"17 Nov 16",2016-11-17,27.24,P39_BRODTMANN_Gai.pdf,10
P39_BRODTMANN_Gai_17_8,BRODTMANN_Gai,P39_BRODTMANN_Gai,"24 Jun 16",2016-06-24,29.26,P39_BRODTMANN_Gai.pdf,17
P39_BRODTMANN_Gai_9_29,BRODTMANN_Gai,P39_BRODTMANN_Gai,"3 Aug 16",2016-08-03,27.25,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_30,BRODTMANN_Gai,P39_BRODTMANN_Gai,"3 Aug 16",2016-08-03,28.76,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_31,BRODTMANN_Gai,P39_BRODTMANN_Gai,"2 Sep 16",2016-09-02,30.98,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_32,BRODTMANN_Gai,P39_BRODTMANN_Gai,"4 Sep 16",2016-09-04,31.89,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_33,BRODTMANN_Gai,P39_BRODTMANN_Gai,"8 Sep 16",2016-09-08,29.47,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_34,BRODTMANN_Gai,P39_BRODTMANN_Gai,"8 Sep 16",2016-09-08,47.00,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_35,BRODTMANN_Gai,P39_BRODTMANN_Gai,"8 Sep 16",2016-09-08,23.50,P39_BRODTMANN_Gai.pdf,9
P39_BRODTMANN_Gai_9_36,BRODTMANN_Gai,P39_BRODTMANN_Gai,"8 Sep 16",2016-09-08,14.96,P39_BRODTMANN_Gai.pdf,9
P39_BROWN_Carol_9_26,BROWN_Carol,P39_BROWN_Carol,"21 Jul 16",2016-07-21,20.79,P39_BROWN_Carol.pdf,9
P39_BROWN_Carol_9_27,BROWN_Carol,P39_BROWN_Carol,"9 Oct 16",2016-10-09,98.99,P39_BROWN_Carol.pdf,9
P39_BROWN_Carol_9_28,BROWN_Carol,P39_BROWN_Carol,"15 Nov 16",2016-11-15,77.70,P39_BROWN_Carol.pdf,9
P39_BURKE_Tony_10_11,BURKE_Tony,P39_BURKE_Tony,"2 Sep 16",2016-09-02,16.69,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_12,BURKE_Tony,P39_BURKE_Tony,"2 Sep 16",2016-09-02,21.87,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_13,BURKE_Tony,P39_BURKE_Tony,"8 Sep 16",2016-09-08,12.76,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_14,BURKE_Tony,P39_BURKE_Tony,"8 Sep 16",2016-09-08,45.37,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_15,BURKE_Tony,P39_BURKE_Tony,"29 Sep 16",2016-09-29,12.19,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_16,BURKE_Tony,P39_BURKE_Tony,"29 Sep 16",2016-09-29,20.72,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_17,BURKE_Tony,P39_BURKE_Tony,"2 Oct 16",2016-10-02,75.87,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_18,BURKE_Tony,P39_BURKE_Tony,"20 Oct 16",2016-10-20,52.94,P39_BURKE_Tony.pdf,10
P39_BURKE_Tony_10_19,BURKE_Tony,P39_BURKE_Tony,"27 Oct 16",2016-10-27,29.54,P39_BURKE_Tony.pdf,10
P39_BURNEY_Linda_8_31,BURNEY_Linda,P39_BURNEY_Linda,"7 Sep 16",2016-09-07,37.12,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_32,BURNEY_Linda,P39_BURNEY_Linda,"22 Sep 16",2016-09-22,12.66,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_33,BURNEY_Linda,P39_BURNEY_Linda,"29 Sep 16",2016-09-29,36.93,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_34,BURNEY_Linda,P39_BURNEY_Linda,"5 Oct 16",2016-10-05,54.67,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_35,BURNEY_Linda,P39_BURNEY_Linda,"5 Oct 16",2016-10-05,52.56,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_36,BURNEY_Linda,P39_BURNEY_Linda,"5 Oct 16",2016-10-05,44.00,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_37,BURNEY_Linda,P39_BURNEY_Linda,"5 Oct 16",2016-10-05,47.63,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_8_38,BURNEY_Linda,P39_BURNEY_Linda,"6 Oct 16",2016-10-06,46.62,P39_BURNEY_Linda.pdf,8
P39_BURNEY_Linda_9_10,BURNEY_Linda,P39_BURNEY_Linda,"11 Nov 16",2016-11-11,37.98,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_11,BURNEY_Linda,P39_BURNEY_Linda,"15 Nov 16",2016-11-15,20.63,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_12,BURNEY_Linda,P39_BURNEY_Linda,"19 Nov 16",2016-11-19,29.26,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_13,BURNEY_Linda,P39_BURNEY_Linda,"25 Nov 16",2016-11-25,8.16,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_14,BURNEY_Linda,P39_BURNEY_Linda,"25 Nov 16",2016-11-25,8.06,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_15,BURNEY_Linda,P39_BURNEY_Linda,"26 Nov 16",2016-11-26,29.54,P39_BURNEY_Linda.pdf,9
P39_BURNEY_Linda_9_16,BURNEY_Linda,P39_BURNEY_Linda,"2 Dec 16",2016-12-02,36.25,P39_BURNEY_Linda.pdf,9
