entry_id,parl_id,source_id,details,location,date,amount,source_pdf,source_pagenum
P39_ABBOTT_Tony_10_10,ABBOTT_Tony,P39_ABBOTT_Tony,"27 Oct 16 - Sydney",Sydney,2016-10-27,72.88,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_11,ABBOTT_Tony,P39_ABBOTT_Tony,"2 Nov 16 - Sydney",Sydney,2016-11-02,86.13,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_12,ABBOTT_Tony,P39_ABBOTT_Tony,"3 Nov 16 - Sydney",Sydney,2016-11-03,50.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_13,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Sydney",Sydney,2016-11-14,91.37,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_14,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Canberra",Canberra,2016-11-14,41.80,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_15,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Canberra",Canberra,2016-11-14,40.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_16,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Canberra",Canberra,2016-11-14,78.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_17,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Melbourne",Melbourne,2016-11-14,56.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_18,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Melbourne",Melbourne,2016-11-14,74.75,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_19,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Nov 16 - Melbourne",Melbourne,2016-11-14,59.03,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_20,ABBOTT_Tony,P39_ABBOTT_Tony,"15 Nov 16 - Melbourne",Melbourne,2016-11-15,250.76,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_21,ABBOTT_Tony,P39_ABBOTT_Tony,"15 Nov 16 - Melbourne",Melbourne,2016-11-15,278.72,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_22,ABBOTT_Tony,P39_ABBOTT_Tony,"15 Nov 16 - Sydney",Sydney,2016-11-15,108.25,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_23,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Nov 16 - Melbourne",Melbourne,2016-11-20,85.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_24,ABBOTT_Tony,P39_ABBOTT_Tony,"21 Nov 16 - Melbourne",Melbourne,2016-11-21,75.14,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_25,ABBOTT_Tony,P39_ABBOTT_Tony,"24 Nov 16 - Sydney",Sydney,2016-11-24,50.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_26,ABBOTT_Tony,P39_ABBOTT_Tony,"7 Dec 16 - Melbourne",Melbourne,2016-12-07,360.30,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_27,ABBOTT_Tony,P39_ABBOTT_Tony,"7 Dec 16 - Sydney",Sydney,2016-12-07,83.03,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_28,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Dec 16 - Sydney",Sydney,2016-12-08,177.83,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_29,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Dec 16 - Canberra",Canberra,2016-12-08,41.80,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_3,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Oct 16 - Brisbane",Brisbane,2016-10-08,83.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_30,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Dec 16 - Canberra",Canberra,2016-12-08,40.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_31,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Dec 16 - Sydney",Sydney,2016-12-08,64.06,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_32,ABBOTT_Tony,P39_ABBOTT_Tony,"9 Dec 16 - Sydney",Sydney,2016-12-09,61.74,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_33,ABBOTT_Tony,P39_ABBOTT_Tony,"9 Dec 16 - Sydney",Sydney,2016-12-09,45.85,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_34,ABBOTT_Tony,P39_ABBOTT_Tony,"10 Dec 16 - Sydney",Sydney,2016-12-10,88.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_35,ABBOTT_Tony,P39_ABBOTT_Tony,"13 Dec 16 - Sydney",Sydney,2016-12-13,87.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_36,ABBOTT_Tony,P39_ABBOTT_Tony,"13 Dec 16 - Sydney",Sydney,2016-12-13,110.85,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_37,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Dec 16 - Sydney",Sydney,2016-12-14,98.25,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_38,ABBOTT_Tony,P39_ABBOTT_Tony,"14 Dec 16 - Sydney",Sydney,2016-12-14,40.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_39,ABBOTT_Tony,P39_ABBOTT_Tony,"15 Dec 16 - Sydney",Sydney,2016-12-15,98.25,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_4,ABBOTT_Tony,P39_ABBOTT_Tony,"8 Oct 16 - Brisbane",Brisbane,2016-10-08,83.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_5,ABBOTT_Tony,P39_ABBOTT_Tony,"17 Oct 16 - Sydney",Sydney,2016-10-17,54.60,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_6,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Oct 16 - Sydney",Sydney,2016-10-20,50.00,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_7,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Oct 16 - Sydney",Sydney,2016-10-20,94.32,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_8,ABBOTT_Tony,P39_ABBOTT_Tony,"24 Oct 16 - Sydney",Sydney,2016-10-24,111.35,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_10_9,ABBOTT_Tony,P39_ABBOTT_Tony,"24 Oct 16 - Sydney",Sydney,2016-10-24,98.25,P39_ABBOTT_Tony.pdf,10
P39_ABBOTT_Tony_8_23,ABBOTT_Tony,P39_ABBOTT_Tony,"19 Jul 16 - Sydney",Sydney,2016-07-19,88.75,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_24,ABBOTT_Tony,P39_ABBOTT_Tony,"19 Jul 16 - Canberra",Canberra,2016-07-19,41.80,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_25,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Jul 16 - Canberra",Canberra,2016-07-20,80.40,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_26,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Jul 16 - Sydney",Sydney,2016-07-20,43.70,P39_ABBOTT_Tony.pdf,8
P39_ABBOTT_Tony_8_27,ABBOTT_Tony,P39_ABBOTT_Tony,"20 Jul 16 - Sydney",Sydney,2016-07-20,95.18,P39_ABBOTT_Tony.pdf,8
