entry_id,parl_id,source_id,details,flight_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P37_ABBOTT_Tony_8_10,ABBOTT_Tony,P37_ABBOTT_Tony,"19 Oct 15 - Sydney to Canberra",2015-10-19,Sydney,Canberra,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_11,ABBOTT_Tony,P37_ABBOTT_Tony,"20 Oct 15 - Canberra to Sydney",2015-10-20,Canberra,Sydney,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_12,ABBOTT_Tony,P37_ABBOTT_Tony,"10 Nov 15 - Sydney to Canberra",2015-11-10,Sydney,Canberra,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_13,ABBOTT_Tony,P37_ABBOTT_Tony,"12 Nov 15 - Canberra to Sydney",2015-11-12,Canberra,Sydney,562.53,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_14,ABBOTT_Tony,P37_ABBOTT_Tony,"15 Nov 15 - Sydney to Perth",2015-11-15,Sydney,Perth,1891.83,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_15,ABBOTT_Tony,P37_ABBOTT_Tony,"17 Nov 15 - Perth to Sydney",2015-11-17,Perth,Sydney,1891.83,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_16,ABBOTT_Tony,P37_ABBOTT_Tony,"23 Nov 15 - Sydney to Canberra",2015-11-23,Sydney,Canberra,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_17,ABBOTT_Tony,P37_ABBOTT_Tony,"25 Nov 15 - Canberra to Melbourne",2015-11-25,Canberra,Melbourne,654.68,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_18,ABBOTT_Tony,P37_ABBOTT_Tony,"25 Nov 15 - Melbourne to Canberra",2015-11-25,Melbourne,Canberra,654.68,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_19,ABBOTT_Tony,P37_ABBOTT_Tony,"26 Nov 15 - Canberra to Melbourne",2015-11-26,Canberra,Melbourne,654.68,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_20,ABBOTT_Tony,P37_ABBOTT_Tony,"28 Nov 15 - Melbourne to Sydney",2015-11-28,Melbourne,Sydney,745.89,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_21,ABBOTT_Tony,P37_ABBOTT_Tony,"30 Nov 15 - Sydney to Canberra",2015-11-30,Sydney,Canberra,562.53,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_22,ABBOTT_Tony,P37_ABBOTT_Tony,"4 Dec 15 - Canberra to Sydney",2015-12-04,Canberra,Sydney,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_23,ABBOTT_Tony,P37_ABBOTT_Tony,"7 Dec 15 - Sydney to Canberra",2015-12-07,Sydney,Canberra,562.53,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_24,ABBOTT_Tony,P37_ABBOTT_Tony,"8 Dec 15 - Canberra to Sydney",2015-12-08,Canberra,Sydney,562.53,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_25,ABBOTT_Tony,P37_ABBOTT_Tony,"17 Dec 15 - Sydney to Melbourne",2015-12-17,Sydney,Melbourne,745.89,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_26,ABBOTT_Tony,P37_ABBOTT_Tony,"17 Dec 15 - Melbourne to Canberra",2015-12-17,Melbourne,Canberra,654.68,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_27,ABBOTT_Tony,P37_ABBOTT_Tony,"18 Dec 15 - Canberra to Sydney",2015-12-18,Canberra,Sydney,304.13,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_28,ABBOTT_Tony,P37_ABBOTT_Tony,"19 Dec 15 - Sydney to Melbourne",2015-12-19,Sydney,Melbourne,667.58,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_29,ABBOTT_Tony,P37_ABBOTT_Tony,"19 Dec 15 - Melbourne to Sydney",2015-12-19,Melbourne,Sydney,441.43,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_3,ABBOTT_Tony,P37_ABBOTT_Tony,"21 Aug 15 - Sydney to Perth",2015-08-21,Sydney,Perth,1844.11,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_4,ABBOTT_Tony,P37_ABBOTT_Tony,"25 Sep 15 - Canberra to Sydney",2015-09-25,Canberra,Sydney,322.18,,,,,P37_ABBOTT_Tony.pdf,8
P37_ABBOTT_Tony_8_5,ABBOTT_Tony,P37_ABBOTT_Tony,"29 Sep 15 - Sydney to Canberra",2015-09-29,Sydney,Canberra,322.18,,,,,P37_ABBOTT_Tony.pdf,8
