entry_id,parl_id,source_id,details,origin,destination,date,amount,balance_of_payment,source_pdf,source_pagenum
P37_ALEXANDER_John_18_3,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 14 Jun 15",Sydney,Canberra,2015-06-14,100.00,,P37_ALEXANDER_John.pdf,18
P37_ALEXANDER_John_18_4,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 18 Jun 15",Canberra,Sydney,2015-06-18,100.00,,P37_ALEXANDER_John.pdf,18
P37_ALEXANDER_John_18_5,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 21 Jun 15",Sydney,Canberra,2015-06-21,100.00,,P37_ALEXANDER_John.pdf,18
P37_ALEXANDER_John_18_6,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 26 Jun 15",Canberra,Sydney,2015-06-26,100.00,,P37_ALEXANDER_John.pdf,18
P37_ALEXANDER_John_7_10,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 15 Oct 15",Canberra,Sydney,2015-10-15,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_11,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 18 Oct 15",Sydney,Canberra,2015-10-18,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_12,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 23 Oct 15",Canberra,Sydney,2015-10-23,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_13,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 8 Nov 15",Sydney,Canberra,2015-11-08,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_14,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 12 Nov 15",Canberra,Sydney,2015-11-12,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_15,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 22 Nov 15",Sydney,Canberra,2015-11-22,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_16,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 26 Nov 15",Canberra,Sydney,2015-11-26,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_3,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 16 Aug 15",Sydney,Canberra,2015-08-16,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_4,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 21 Aug 15",Canberra,Sydney,2015-08-21,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_5,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 6 Sep 15",Sydney,Canberra,2015-09-06,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_6,ALEXANDER_John,P37_ALEXANDER_John,"Canberra to Sydney - 10 Sep 15",Canberra,Sydney,2015-09-10,216.60,,P37_ALEXANDER_John.pdf,7
P37_ALEXANDER_John_7_7,ALEXANDER_John,P37_ALEXANDER_John,"Sydney to Canberra - 13 Sep 15",Sydney,Canberra,2015-09-13,216.60,,P37_ALEXANDER_John.pdf,7
