entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P37_BIRMINGHAM_Simon_28_3,BIRMINGHAM_Simon,P37_BIRMINGHAM_Simon,"Hire car costs Wagga Wagga to Canberra 15 Oct 14",2014-10-15,0000-00-00,"Hire car costs Wagga Wagga",Canberra,-307.75,,Y,,,P37_BIRMINGHAM_Simon.pdf,28
P37_BISHOP_Bronwyn_19_3,BISHOP_Bronwyn,P37_BISHOP_Bronwyn,"Melbourne to Geelong 5 Nov 14",2014-11-05,0000-00-00,Melbourne,Geelong,-5227.27,,Y,,,P37_BISHOP_Bronwyn.pdf,19
P37_BISHOP_Bronwyn_19_4,BISHOP_Bronwyn,P37_BISHOP_Bronwyn,"Geelong to Melbourne 5 Nov 14",2014-11-05,0000-00-00,Geelong,Melbourne,0.00,,Y,,P37_BISHOP_Bronwyn_19_3,P37_BISHOP_Bronwyn.pdf,19
P37_BRIGGS_Jamie_30_3,BRIGGS_Jamie,P37_BRIGGS_Jamie,"Adelaide to Port Augusta 22 Jun 14",2014-06-22,0000-00-00,Adelaide,"Port Augusta",1234.58,,,,,P37_BRIGGS_Jamie.pdf,30
P37_BRIGGS_Jamie_30_4,BRIGGS_Jamie,P37_BRIGGS_Jamie,"Port Augusta to Adelaide 22 Jun 14",2014-06-22,0000-00-00,"Port Augusta",Adelaide,0.00,,,,P37_BRIGGS_Jamie_30_3,P37_BRIGGS_Jamie.pdf,30
P37_COLBECK_Richard_30_3,COLBECK_Richard,P37_COLBECK_Richard,"Cooktown to Weipa 19 May 15",2015-05-19,0000-00-00,Cooktown,Weipa,1620.00,,,,,P37_COLBECK_Richard.pdf,30
P37_COLBECK_Richard_30_4,COLBECK_Richard,P37_COLBECK_Richard,"Weipa to Cairns 20 May 15",2015-05-20,0000-00-00,Weipa,Cairns,0.00,,,,P37_COLBECK_Richard_30_3,P37_COLBECK_Richard.pdf,30
P37_FIFIELD_Mitch_8_3,FIFIELD_Mitch,P37_FIFIELD_Mitch,"Perth to Geraldton 2 Sep 15",2015-09-02,0000-00-00,Perth,Geraldton,753.75,,,,,P37_FIFIELD_Mitch.pdf,8
P37_FIFIELD_Mitch_8_4,FIFIELD_Mitch,P37_FIFIELD_Mitch,"Geraldton to Perth 2 Sep 15",2015-09-02,0000-00-00,Geraldton,Perth,0.00,,,,P37_FIFIELD_Mitch_8_3,P37_FIFIELD_Mitch.pdf,8
P37_FRYDENBERG_Josh_10_3,FRYDENBERG_Josh,P37_FRYDENBERG_Josh,"Jandakot to Kalgoorlie 2 Nov 15",2015-11-02,0000-00-00,Jandakot,Kalgoorlie,6180.00,,,,,P37_FRYDENBERG_Josh.pdf,10
P37_FRYDENBERG_Josh_10_4,FRYDENBERG_Josh,P37_FRYDENBERG_Josh,"Kalgoorlie to Jandakot 2 Nov 15",2015-11-02,0000-00-00,Kalgoorlie,Jandakot,0.00,,,,P37_FRYDENBERG_Josh_10_3,P37_FRYDENBERG_Josh.pdf,10
P37_HARTSUYKER_Luke_10_3,HARTSUYKER_Luke,P37_HARTSUYKER_Luke,"Horn Island to Bamaga 25 Aug 15",2015-08-25,0000-00-00,"Horn Island",Bamaga,433.64,,,,,P37_HARTSUYKER_Luke.pdf,10
P37_HARTSUYKER_Luke_10_4,HARTSUYKER_Luke,P37_HARTSUYKER_Luke,"Bamaga to Yorke Island 26 Aug 15",2015-08-26,0000-00-00,Bamaga,"Yorke Island",1396.69,,,,,P37_HARTSUYKER_Luke.pdf,10
P37_JOYCE_Barnaby_11_10,JOYCE_Barnaby,P37_JOYCE_Barnaby,"Coleambally to Tamworth 22 Oct 15",2015-10-22,0000-00-00,Coleambally,Tamworth,0.00,,,,,P37_JOYCE_Barnaby.pdf,11
