entry_id,parl_id,source_id,details,flight_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P34_ABETZ_Eric_29_10,ABETZ_Eric,P34_ABETZ_Eric,"17 Dec 13 - Melbourne to Devonport",2013-12-17,Melbourne,Devonport,0.00,,,,,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_3,ABETZ_Eric,P34_ABETZ_Eric,"28 Jun 13 - Canberra to Melbourne",2013-06-28,Canberra,Melbourne,430.13,,,,,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_4,ABETZ_Eric,P34_ABETZ_Eric,"28 Jun 13 - Melbourne to Hobart",2013-06-28,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_29_3,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_5,ABETZ_Eric,P34_ABETZ_Eric,"27 Sep 13 - Hobart to Launceston",2013-09-27,Hobart,Launceston,-1727.27,,Y,,,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_6,ABETZ_Eric,P34_ABETZ_Eric,"27 Sep 13 - Launceston to Hobart",2013-09-27,Launceston,Hobart,0.00,,Y,,P34_ABETZ_Eric_29_5,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_7,ABETZ_Eric,P34_ABETZ_Eric,"16 Dec 13 - Hobart to Melbourne",2013-12-16,Hobart,Melbourne,707.32,,,,,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_8,ABETZ_Eric,P34_ABETZ_Eric,"16 Dec 13 - Melbourne to Sydney",2013-12-16,Melbourne,Sydney,0.00,,,,P34_ABETZ_Eric_29_7,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_29_9,ABETZ_Eric,P34_ABETZ_Eric,"17 Dec 13 - Sydney to Melbourne",2013-12-17,Sydney,Melbourne,909.19,,,,,P34_ABETZ_Eric.pdf,29
P34_ABETZ_Eric_6_10,ABETZ_Eric,P34_ABETZ_Eric,"30 Jan 14 - Melbourne to Canberra",2014-01-30,Melbourne,Canberra,0.00,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_11,ABETZ_Eric,P34_ABETZ_Eric,"31 Jan 14 - Canberra to Melbourne",2014-01-31,Canberra,Melbourne,646.32,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_12,ABETZ_Eric,P34_ABETZ_Eric,"31 Jan 14 - Melbourne to Hobart",2014-01-31,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_6_11,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_13,ABETZ_Eric,P34_ABETZ_Eric,"2 Feb 14 - Hobart to Sydney",2014-02-02,Hobart,Sydney,537.26,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_14,ABETZ_Eric,P34_ABETZ_Eric,"4 Feb 14 - Sydney to Canberra",2014-02-04,Sydney,Canberra,374.27,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_15,ABETZ_Eric,P34_ABETZ_Eric,"4 Feb 14 - Canberra to Adelaide",2014-02-04,Canberra,Adelaide,529.95,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_16,ABETZ_Eric,P34_ABETZ_Eric,"6 Feb 14 - Adelaide to Melbourne",2014-02-06,Adelaide,Melbourne,940.56,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_17,ABETZ_Eric,P34_ABETZ_Eric,"6 Feb 14 - Melbourne to Hobart",2014-02-06,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_6_16,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_18,ABETZ_Eric,P34_ABETZ_Eric,"9 Feb 14 - Hobart to Melbourne",2014-02-09,Hobart,Melbourne,765.95,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_19,ABETZ_Eric,P34_ABETZ_Eric,"9 Feb 14 - Melbourne to Canberra",2014-02-09,Melbourne,Canberra,0.00,,,,P34_ABETZ_Eric_6_18,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_20,ABETZ_Eric,P34_ABETZ_Eric,"13 Feb 14 - Canberra to Melbourne",2014-02-13,Canberra,Melbourne,646.32,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_21,ABETZ_Eric,P34_ABETZ_Eric,"13 Feb 14 - Melbourne to Hobart",2014-02-13,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_6_20,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_22,ABETZ_Eric,P34_ABETZ_Eric,"17 Feb 14 - Hobart to Melbourne",2014-02-17,Hobart,Melbourne,646.32,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_23,ABETZ_Eric,P34_ABETZ_Eric,"17 Feb 14 - Melbourne to Canberra",2014-02-17,Melbourne,Canberra,0.00,,,,P34_ABETZ_Eric_6_22,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_24,ABETZ_Eric,P34_ABETZ_Eric,"17 Feb 14 - Hobart to Melbourne",2014-02-17,Hobart,Melbourne,45.46,21,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_25,ABETZ_Eric,P34_ABETZ_Eric,"17 Feb 14 - Canberra to Sydney",2014-02-17,Canberra,Sydney,447.05,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_26,ABETZ_Eric,P34_ABETZ_Eric,"19 Feb 14 - Sydney to Hobart",2014-02-19,Sydney,Hobart,537.26,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_27,ABETZ_Eric,P34_ABETZ_Eric,"20 Feb 14 - Hobart to Melbourne",2014-02-20,Hobart,Melbourne,477.63,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_28,ABETZ_Eric,P34_ABETZ_Eric,"21 Feb 14 - Melbourne to Hobart",2014-02-21,Melbourne,Hobart,286.82,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_29,ABETZ_Eric,P34_ABETZ_Eric,"23 Feb 14 - Hobart to Melbourne",2014-02-23,Hobart,Melbourne,765.95,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_3,ABETZ_Eric,P34_ABETZ_Eric,"25 Jan 14 - Hobart to Melbourne",2014-01-25,Hobart,Melbourne,1477.18,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_30,ABETZ_Eric,P34_ABETZ_Eric,"23 Feb 14 - Melbourne to Canberra",2014-02-23,Melbourne,Canberra,0.00,,,,P34_ABETZ_Eric_6_29,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_31,ABETZ_Eric,P34_ABETZ_Eric,"28 Feb 14 - Canberra to Melbourne",2014-02-28,Canberra,Melbourne,646.32,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_32,ABETZ_Eric,P34_ABETZ_Eric,"28 Feb 14 - Melbourne to Hobart",2014-02-28,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_6_31,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_33,ABETZ_Eric,P34_ABETZ_Eric,"2 Mar 14 - Hobart to Melbourne",2014-03-02,Hobart,Melbourne,562.29,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_34,ABETZ_Eric,P34_ABETZ_Eric,"2 Mar 14 - Melbourne to Canberra",2014-03-02,Melbourne,Canberra,545.28,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_35,ABETZ_Eric,P34_ABETZ_Eric,"6 Mar 14 - Canberra to Melbourne",2014-03-06,Canberra,Melbourne,943.72,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_36,ABETZ_Eric,P34_ABETZ_Eric,"7 Mar 14 - Melbourne to Hobart",2014-03-07,Melbourne,Hobart,0.00,,,,P34_ABETZ_Eric_6_35,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_37,ABETZ_Eric,P34_ABETZ_Eric,"7 Mar 14 - Melbourne to Hobart",2014-03-07,Melbourne,Hobart,286.82,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_38,ABETZ_Eric,P34_ABETZ_Eric,"12 Mar 14 - Hobart to Melbourne",2014-03-12,Hobart,Melbourne,477.63,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_39,ABETZ_Eric,P34_ABETZ_Eric,"12 Mar 14 - Melbourne to Sydney",2014-03-12,Melbourne,Sydney,530.76,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_4,ABETZ_Eric,P34_ABETZ_Eric,"25 Jan 14 - Melbourne to Perth",2014-01-25,Melbourne,Perth,0.00,,,,P34_ABETZ_Eric_6_3,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_40,ABETZ_Eric,P34_ABETZ_Eric,"13 Mar 14 - Sydney to Hobart",2014-03-13,Sydney,Hobart,537.26,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_5,ABETZ_Eric,P34_ABETZ_Eric,"25 Jan 14 - Perth to Melbourne",2014-01-25,Perth,Melbourne,414.55,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_6,ABETZ_Eric,P34_ABETZ_Eric,"26 Jan 14 - Melbourne to Hobart",2014-01-26,Melbourne,Hobart,292.73,,,,,P34_ABETZ_Eric.pdf,6
P34_ABETZ_Eric_6_7,ABETZ_Eric,P34_ABETZ_Eric,"28 Jan 14 - Hobart to Sydney",2014-01-28,Hobart,Sydney,537.26,,,,,P34_ABETZ_Eric.pdf,6
