entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P34_ABETZ_Eric_30_3,ABETZ_Eric,P34_ABETZ_Eric,"Cambridge to Devonport 17 Dec 13",2013-12-17,0000-00-00,Cambridge,Devonport,2000.00,,,,,P34_ABETZ_Eric.pdf,30
P34_ABETZ_Eric_30_4,ABETZ_Eric,P34_ABETZ_Eric,"Devonport to Cambridge 17 Dec 13",2013-12-17,0000-00-00,Devonport,Cambridge,0.00,,,,P34_ABETZ_Eric_30_3,P34_ABETZ_Eric.pdf,30
P34_ABETZ_Eric_30_5,ABETZ_Eric,P34_ABETZ_Eric,"Devonport 17 Dec 13",2013-12-17,0000-00-00,Devonport,,64.69,,,,,P34_ABETZ_Eric.pdf,30
P34_BRANDIS_George_12_3,BRANDIS_George,P34_BRANDIS_George,"Townsville to Ingham 16 Apr 14",2014-04-16,0000-00-00,Townsville,Ingham,2500.00,,,,,P34_BRANDIS_George.pdf,12
P34_BRANDIS_George_12_4,BRANDIS_George,P34_BRANDIS_George,"Ingham to Townsville 16 Apr 14",2014-04-16,0000-00-00,Ingham,Townsville,0.00,,,,P34_BRANDIS_George_12_3,P34_BRANDIS_George.pdf,12
P34_BRANDIS_George_30_3,BRANDIS_George,P34_BRANDIS_George,"Rockhampton 23 Mar to 24 Mar 13",2013-03-23,2013-03-24,Rockhampton,,172.76,,,,,P34_BRANDIS_George.pdf,30
P34_BURKE_Tony_21_10,BURKE_Tony,P34_BURKE_Tony,"Laura 28 Feb 13",2013-02-28,0000-00-00,Laura,,0.00,,,,,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_11,BURKE_Tony,P34_BURKE_Tony,"Laura to Cairns 28 Feb 13",2013-02-28,0000-00-00,Laura,Cairns,0.00,,,,,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_3,BURKE_Tony,P34_BURKE_Tony,"Weipa to Laura 28 Feb 13",2013-02-28,0000-00-00,Weipa,Laura,-2810.93,,Y,,,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_4,BURKE_Tony,P34_BURKE_Tony,"Laura 28 Feb 13",2013-02-28,0000-00-00,Laura,,0.00,,Y,,P34_BURKE_Tony_21_3,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_5,BURKE_Tony,P34_BURKE_Tony,"Laura to Cairns 28 Feb 13",2013-02-28,0000-00-00,Laura,Cairns,0.00,,Y,,P34_BURKE_Tony_21_3,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_6,BURKE_Tony,P34_BURKE_Tony,"Laura 28 Feb 13",2013-02-28,0000-00-00,Laura,,5621.85,,,,,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_7,BURKE_Tony,P34_BURKE_Tony,"Cairns to Lockhart River 27 Feb 13",2013-02-27,0000-00-00,Cairns,"Lockhart River",28562.18,,,,,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_8,BURKE_Tony,P34_BURKE_Tony,"Lockhart River to Weipa 27 Feb 13",2013-02-27,0000-00-00,"Lockhart River",Weipa,0.00,,,,P34_BURKE_Tony_21_7,P34_BURKE_Tony.pdf,21
P34_BURKE_Tony_21_9,BURKE_Tony,P34_BURKE_Tony,"Weipa to Laura 28 Feb 13",2013-02-28,0000-00-00,Weipa,Laura,0.00,,,,P34_BURKE_Tony_21_7,P34_BURKE_Tony.pdf,21
P34_CHESTER_Darren_7_3,CHESTER_Darren,P34_CHESTER_Darren,"Lakes Entrance to Sydney 8 Feb 14",2014-02-08,0000-00-00,"Lakes Entrance",Sydney,2181.82,,,,,P34_CHESTER_Darren.pdf,7
P34_CHESTER_Darren_7_4,CHESTER_Darren,P34_CHESTER_Darren,"Bankstown to Sydney 9 Feb 14",2014-02-09,0000-00-00,Bankstown,Sydney,0.00,,,,P34_CHESTER_Darren_7_3,P34_CHESTER_Darren.pdf,7
P34_COLLINS_Julie_19_3,COLLINS_Julie,P34_COLLINS_Julie,"Launceston to Hobart 25 Jul 13",2013-07-25,0000-00-00,Launceston,Hobart,7250.00,,,,,P34_COLLINS_Julie.pdf,19
P34_CORMANN_Mathias0_8_3,CORMANN_Mathias,P34_CORMANN_Mathias0,"Karratha to Port Hedland 7 Feb 14",2014-02-07,0000-00-00,Karratha,"Port Hedland",7185.00,,,,,P34_CORMANN_Mathias0.pdf,8
