entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P34_WHISH-WILSON_Peter_21_30,WHISH-WILSON_Peter,P34_WHISH-WILSON_Peter,"Canberra 6 Dec to 9 Dec 13",2013-12-06,2013-12-09,232.91,P34_WHISH-WILSON_Peter.pdf,21
P34_WHISH-WILSON_Peter_9_28,WHISH-WILSON_Peter,P34_WHISH-WILSON_Peter,"Canberra 21 Mar to 24 Mar 14",2014-03-21,2014-03-24,360.55,P34_WHISH-WILSON_Peter.pdf,9
P34_WHISH-WILSON_Peter_9_29,WHISH-WILSON_Peter,P34_WHISH-WILSON_Peter,"Adelaide 14 Apr to 17 Apr 14",2014-04-14,2014-04-17,361.69,P34_WHISH-WILSON_Peter.pdf,9
P34_WHITELEY_Brett_8_3,WHITELEY_Brett,P34_WHITELEY_Brett,"Launceston to Devonport 16 May to 17 May 14",2014-05-16,2014-05-17,57.17,P34_WHITELEY_Brett.pdf,8
P34_WILLIAMS_John_12_14,WILLIAMS_John,P34_WILLIAMS_John,"Taxi 5 May 14",2014-05-05,0000-00-00,13.32,P34_WILLIAMS_John.pdf,12
P34_WILSON_Rick_10_11,WILSON_Rick,P34_WILSON_Rick,"Albany to Kalgoorlie 3 Feb to 6 Feb 14",2014-02-03,2014-02-06,75.87,P34_WILSON_Rick.pdf,10
P34_WILSON_Rick_10_12,WILSON_Rick,P34_WILSON_Rick,"Kalgoorlie 13 Mar to 14 Mar 14",2014-03-13,2014-03-14,93.35,P34_WILSON_Rick.pdf,10
P34_WILSON_Rick_25_23,WILSON_Rick,P34_WILSON_Rick,"Kalgoorlie 30 Nov to 1 Dec 13",2013-11-30,2013-12-01,83.61,P34_WILSON_Rick.pdf,25
P34_WILSON_Rick_25_24,WILSON_Rick,P34_WILSON_Rick,"Kalgoorlie 13 Dec 13",2013-12-13,0000-00-00,75.55,P34_WILSON_Rick.pdf,25
P34_WONG_Penny_14_14,WONG_Penny,P34_WONG_Penny,"Taxi 1 Mar 14",2014-03-01,0000-00-00,115.00,P34_WONG_Penny.pdf,14
P34_WOOD_Jason_15_10,WOOD_Jason,P34_WOOD_Jason,"Taxi 15 Nov 13",2013-11-15,0000-00-00,240.36,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_11,WOOD_Jason,P34_WOOD_Jason,"Taxi 17 Nov 13",2013-11-17,0000-00-00,233.09,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_12,WOOD_Jason,P34_WOOD_Jason,"Taxi 22 Nov 13",2013-11-22,0000-00-00,240.36,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_13,WOOD_Jason,P34_WOOD_Jason,"Taxi 1 Dec 13",2013-12-01,0000-00-00,248.55,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_14,WOOD_Jason,P34_WOOD_Jason,"Taxi 6 Dec 13",2013-12-06,0000-00-00,312.18,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_15,WOOD_Jason,P34_WOOD_Jason,"Taxi 8 Dec 13",2013-12-08,0000-00-00,248.55,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_16,WOOD_Jason,P34_WOOD_Jason,"Taxi 13 Dec 13",2013-12-13,0000-00-00,231.27,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_15_9,WOOD_Jason,P34_WOOD_Jason,"Taxi 11 Nov 13",2013-11-11,0000-00-00,233.09,P34_WOOD_Jason.pdf,15
P34_WOOD_Jason_7_25,WOOD_Jason,P34_WOOD_Jason,"Taxi 23 Mar 14",2014-03-23,0000-00-00,231.27,P34_WOOD_Jason.pdf,7
P34_WOOD_Jason_7_26,WOOD_Jason,P34_WOOD_Jason,"Taxi 28 Mar 14",2014-03-28,0000-00-00,90.91,P34_WOOD_Jason.pdf,7
P34_WRIGHT_Penny_10_21,WRIGHT_Penny,P34_WRIGHT_Penny,"Reimb of hire car costs in Canberra between 20 Mar and 24 Mar 14",2014-03-20,2014-03-24,-216.81,P34_WRIGHT_Penny.pdf,10
P34_WRIGHT_Penny_10_22,WRIGHT_Penny,P34_WRIGHT_Penny,"Canberra 20 Mar to 24 Mar 14",2014-03-20,2014-03-24,216.81,P34_WRIGHT_Penny.pdf,10
P34_WRIGHT_Penny_10_23,WRIGHT_Penny,P34_WRIGHT_Penny,"Perth 30 Mar to 31 Mar 14",2014-03-30,2014-03-31,209.57,P34_WRIGHT_Penny.pdf,10
P34_WRIGHT_Penny_21_14,WRIGHT_Penny,P34_WRIGHT_Penny,"Darwin 31 Jul to 3 Aug 13",2013-07-31,2013-08-03,715.24,P34_WRIGHT_Penny.pdf,21
P34_WRIGHT_Penny_21_15,WRIGHT_Penny,P34_WRIGHT_Penny,"Launceston 20 Aug to 21 Aug 13",2013-08-20,2013-08-21,105.20,P34_WRIGHT_Penny.pdf,21
P34_XENOPHON_Nick_20_10,XENOPHON_Nick,P34_XENOPHON_Nick,"Refund of hire car costs in Canberra between 25 Sep and 27 Sep 11",2011-09-25,2011-09-27,-700.00,P34_XENOPHON_Nick.pdf,20
P34_XENOPHON_Nick_20_11,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 13 Oct to 14 Oct 13",2013-10-13,2013-10-14,96.05,P34_XENOPHON_Nick.pdf,20
P34_XENOPHON_Nick_20_12,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 30 Oct to 31 Oct 13",2013-10-30,2013-10-31,164.88,P34_XENOPHON_Nick.pdf,20
P34_XENOPHON_Nick_8_31,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 6 Apr to 7 Apr 14",2014-04-06,2014-04-07,118.77,P34_XENOPHON_Nick.pdf,8
P34_XENOPHON_Nick_8_32,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 22 Apr to 23 Apr 14",2014-04-22,2014-04-23,87.18,P34_XENOPHON_Nick.pdf,8
P34_XENOPHON_Nick_8_33,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 27 Apr to 28 Apr 14",2014-04-27,2014-04-28,101.46,P34_XENOPHON_Nick.pdf,8
P34_XENOPHON_Nick_8_34,XENOPHON_Nick,P34_XENOPHON_Nick,"Canberra 21 May to 22 May 14",2014-05-21,2014-05-22,107.31,P34_XENOPHON_Nick.pdf,8
