entry_id,parl_id,source_id,details,date,amount,source_pdf,source_pagenum
P34_ABETZ_Eric_17_3,ABETZ_Eric,P34_ABETZ_Eric,"7 Mar 14",2014-03-07,36.93,P34_ABETZ_Eric.pdf,17
P34_ALBANESE_Anthony_14_24,ALBANESE_Anthony,P34_ALBANESE_Anthony,"9 Jan 14",2014-01-09,25.93,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_25,ALBANESE_Anthony,P34_ALBANESE_Anthony,"25 Jan 14",2014-01-25,23.41,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_26,ALBANESE_Anthony,P34_ALBANESE_Anthony,"26 Jan 14",2014-01-26,23.41,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_27,ALBANESE_Anthony,P34_ALBANESE_Anthony,"4 Feb 14",2014-02-04,4.69,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_28,ALBANESE_Anthony,P34_ALBANESE_Anthony,"5 Feb 14",2014-02-05,8.72,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_29,ALBANESE_Anthony,P34_ALBANESE_Anthony,"27 Feb 14",2014-02-27,9.30,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_30,ALBANESE_Anthony,P34_ALBANESE_Anthony,"28 Feb 14",2014-02-28,35.32,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_31,ALBANESE_Anthony,P34_ALBANESE_Anthony,"1 Mar 14",2014-03-01,35.02,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_32,ALBANESE_Anthony,P34_ALBANESE_Anthony,"9 Mar 14",2014-03-09,14.33,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_33,ALBANESE_Anthony,P34_ALBANESE_Anthony,"25 Mar 14",2014-03-25,13.62,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_34,ALBANESE_Anthony,P34_ALBANESE_Anthony,"8 Apr 14",2014-04-08,16.35,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_35,ALBANESE_Anthony,P34_ALBANESE_Anthony,"8 Apr 14",2014-04-08,35.22,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_36,ALBANESE_Anthony,P34_ALBANESE_Anthony,"12 Apr 14",2014-04-12,15.44,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_37,ALBANESE_Anthony,P34_ALBANESE_Anthony,"29 Apr 14",2014-04-29,14.43,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_14_38,ALBANESE_Anthony,P34_ALBANESE_Anthony,"8 May 14",2014-05-08,32.39,P34_ALBANESE_Anthony.pdf,14
P34_ALBANESE_Anthony_15_3,ALBANESE_Anthony,P34_ALBANESE_Anthony,"21 May 14",2014-05-21,10.93,P34_ALBANESE_Anthony.pdf,15
P34_ALBANESE_Anthony_15_4,ALBANESE_Anthony,P34_ALBANESE_Anthony,"21 May 14",2014-05-21,10.64,P34_ALBANESE_Anthony.pdf,15
P34_ALBANESE_Anthony_15_5,ALBANESE_Anthony,P34_ALBANESE_Anthony,"21 May 14",2014-05-21,9.68,P34_ALBANESE_Anthony.pdf,15
P34_ALBANESE_Anthony_15_6,ALBANESE_Anthony,P34_ALBANESE_Anthony,"22 May 14",2014-05-22,8.15,P34_ALBANESE_Anthony.pdf,15
P34_ALBANESE_Anthony_15_7,ALBANESE_Anthony,P34_ALBANESE_Anthony,"24 May 14",2014-05-24,15.04,P34_ALBANESE_Anthony.pdf,15
P34_ALBANESE_Anthony_15_8,ALBANESE_Anthony,P34_ALBANESE_Anthony,"24 May 14",2014-05-24,25.03,P34_ALBANESE_Anthony.pdf,15
P34_ALEXANDER_John_7_32,ALEXANDER_John,P34_ALEXANDER_John,"20 Feb 14",2014-02-20,39.15,P34_ALEXANDER_John.pdf,7
P34_ALEXANDER_John_7_33,ALEXANDER_John,P34_ALEXANDER_John,"8 Apr 14",2014-04-08,69.99,P34_ALEXANDER_John.pdf,7
