entry_id,parl_id,source_id,details,type,start_date,end_date,amount,source_pdf,source_pagenum
P34_ABETZ_Eric_9_10,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 8 Apr 14",Fuel,2014-04-08,0000-00-00,175.19,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_11,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 30 Apr 14",Fuel,2014-04-30,0000-00-00,166.76,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_12,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_13,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 3 May to 18 May 14",Fuel,2014-05-03,2014-05-18,375.47,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_14,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Jun to 30 Jun 14",Lease,2014-06-01,2014-06-30,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_15,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Jul to 31 Jul 14",Lease,2014-07-01,2014-07-31,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_3,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_4,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 2 Jan to 18 Jan 14",Fuel,2014-01-02,2014-01-18,404.08,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_5,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_6,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 14 Feb to 19 Feb 14",Fuel,2014-02-14,2014-02-19,280.39,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_7,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1129.05,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_8,ABETZ_Eric,P34_ABETZ_Eric,"Fuel 2 Mar to 16 Mar 14",Fuel,2014-03-02,2014-03-16,323.83,P34_ABETZ_Eric.pdf,9
P34_ABETZ_Eric_9_9,ABETZ_Eric,P34_ABETZ_Eric,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1129.05,P34_ABETZ_Eric.pdf,9
P34_ADAMS_Dick_18_3,ADAMS_Dick,P34_ADAMS_Dick,"End of lease 1 Sep to 7 Sep 13","End of lease",2013-09-01,2013-09-07,-979.98,P34_ADAMS_Dick.pdf,18
P34_ALBANESE_Anthony_10_10,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,815.33,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_11,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 10 Feb 14",Fuel,2014-02-10,0000-00-00,42.55,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_12,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Additional maintenance 20 Feb 14","Additional maintenance",2014-02-20,0000-00-00,302.08,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_13,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_14,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,815.33,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_15,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 7 Mar 14",Fuel,2014-03-07,0000-00-00,83.81,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_16,ALBANESE_Anthony,P34_ALBANESE_Anthony,"ACT B Class parking permit 12 Mar 14","ACT B Class parking permit",2014-03-12,0000-00-00,42.00,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_17,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 23 Mar to 9 Apr 14",Fuel,2014-03-23,2014-04-09,159.81,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_18,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_19,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,815.33,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_20,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 29 Apr to 28 May 14",Lease,2014-04-29,2014-05-28,819.81,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_21,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_22,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 May to 2 May 14",Lease,2014-05-01,2014-05-02,52.63,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_23,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 3 May to 19 May 14",Fuel,2014-05-03,2014-05-19,124.65,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_24,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 3 May to 6 May 14",Lease,2014-05-03,2014-05-06,105.23,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_25,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 26 May 14",Fuel,2014-05-26,0000-00-00,59.24,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_26,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 29 May to 28 Jun 14",Lease,2014-05-29,2014-06-28,819.81,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_27,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Jun to 30 Jun 14",Lease,2014-06-01,2014-06-30,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_28,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Jul to 31 Jul 14",Lease,2014-07-01,2014-07-31,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_3,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_4,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Jan to 31 Jan 13",Lease,2013-01-01,2013-01-31,815.33,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_5,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Accident excess 10 Jan 14","Accident excess",2014-01-10,0000-00-00,380.00,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_6,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Accident excess 10 Jan 14","Accident excess",2014-01-10,0000-00-00,120.00,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_7,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 12 Jan to 8 Feb 14",Fuel,2014-01-12,2014-02-08,222.03,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_8,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Additional maintenance 29 Jan 14","Additional maintenance",2014-01-29,0000-00-00,302.08,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_10_9,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1252.34,P34_ALBANESE_Anthony.pdf,10
P34_ALBANESE_Anthony_25_3,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 2 Nov 13",Fuel,2013-11-02,0000-00-00,80.72,P34_ALBANESE_Anthony.pdf,25
P34_ALBANESE_Anthony_25_4,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Lease adj 1 Dec to 31 Dec 13","Lease adj",2013-12-01,2013-12-31,-97.92,P34_ALBANESE_Anthony.pdf,25
P34_ALBANESE_Anthony_25_5,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Fuel 8 Dec 13 to 4 Jan 14",Fuel,2013-12-08,2014-01-04,207.03,P34_ALBANESE_Anthony.pdf,25
P34_ALBANESE_Anthony_25_6,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Infringement notice fee 8 Dec 13","Infringement notice fee",2013-12-08,0000-00-00,25.00,P34_ALBANESE_Anthony.pdf,25
P34_ALBANESE_Anthony_25_7,ALBANESE_Anthony,P34_ALBANESE_Anthony,"Reimb of infringement notice fee 8 Dec 13","Reimb of infringement notice fee",2013-12-08,0000-00-00,-25.00,P34_ALBANESE_Anthony.pdf,25
P34_ANDREWS_Kevin_10_10,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1312.20,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_3,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1312.20,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_4,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Fuel 6 Jan to 2 Feb 14",Fuel,2014-01-06,2014-02-02,684.18,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_5,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1312.20,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_6,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Fuel 15 Feb to 25 Feb 14",Fuel,2014-02-15,2014-02-25,346.91,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_7,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1312.20,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_8,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Fuel 3 Mar to 1 Apr 14",Fuel,2014-03-03,2014-04-01,602.26,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_10_9,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1312.20,P34_ANDREWS_Kevin.pdf,10
P34_ANDREWS_Kevin_29_3,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Accident excess 3 Nov 13","Accident excess",2013-11-03,0000-00-00,500.00,P34_ANDREWS_Kevin.pdf,29
P34_ANDREWS_Kevin_29_4,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Fuel 5 Nov to 8 Dec 13",Fuel,2013-11-05,2013-12-08,534.23,P34_ANDREWS_Kevin.pdf,29
P34_ANDREWS_Kevin_29_5,ANDREWS_Kevin,P34_ANDREWS_Kevin,"Fuel 1 Dec 13 to 7 Jan 14",Fuel,2013-12-01,2014-01-07,524.40,P34_ANDREWS_Kevin.pdf,29
P34_BACK_Chris_9_10,BACK_Chris,P34_BACK_Chris,"Fuel 2 Apr to 3 May 14",Fuel,2014-04-02,2014-05-03,240.07,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_11,BACK_Chris,P34_BACK_Chris,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1044.60,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_12,BACK_Chris,P34_BACK_Chris,"Lease 1 Jun to 30 Jun 14",Lease,2014-06-01,2014-06-30,1044.60,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_3,BACK_Chris,P34_BACK_Chris,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1044.60,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_4,BACK_Chris,P34_BACK_Chris,"Fuel 12 Jan to 7 Feb 14",Fuel,2014-01-12,2014-02-07,330.12,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_5,BACK_Chris,P34_BACK_Chris,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1044.60,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_6,BACK_Chris,P34_BACK_Chris,"Fuel 16 Feb to 15 Mar 14",Fuel,2014-02-16,2014-03-15,152.02,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_7,BACK_Chris,P34_BACK_Chris,"Fuel 28 Feb to 11 Apr 14",Fuel,2014-02-28,2014-04-11,263.37,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_8,BACK_Chris,P34_BACK_Chris,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1044.60,P34_BACK_Chris.pdf,9
P34_BACK_Chris_9_9,BACK_Chris,P34_BACK_Chris,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1044.60,P34_BACK_Chris.pdf,9
P34_BALDWIN_Bob_27_3,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 2 Nov to 15 Dec 13",Fuel,2013-11-02,2013-12-15,990.84,P34_BALDWIN_Bob.pdf,27
P34_BALDWIN_Bob_27_4,BALDWIN_Bob,P34_BALDWIN_Bob,"Infringement notice fee 22 Nov 13","Infringement notice fee",2013-11-22,0000-00-00,25.00,P34_BALDWIN_Bob.pdf,27
P34_BALDWIN_Bob_27_5,BALDWIN_Bob,P34_BALDWIN_Bob,"Reimb of infringement notice fee 22 Nov 13","Reimb of infringement notice fee",2013-11-22,0000-00-00,-25.00,P34_BALDWIN_Bob.pdf,27
P34_BALDWIN_Bob_27_6,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 15 Dec 13 to 3 Jan 14",Fuel,2013-12-15,2014-01-03,637.46,P34_BALDWIN_Bob.pdf,27
P34_BALDWIN_Bob_27_7,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 31 Dec 13 to 5 Feb 14",Fuel,2013-12-31,2014-02-05,906.27,P34_BALDWIN_Bob.pdf,27
P34_BALDWIN_Bob_9_10,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 14 Apr 14",Fuel,2014-04-14,0000-00-00,180.81,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_11,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_12,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 Jun to 30 Jun 14",Lease,2014-06-01,2014-06-30,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_3,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_4,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_5,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 9 Feb to 13 Mar 14",Fuel,2014-02-09,2014-03-13,785.05,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_6,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_7,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 7 Mar to 28 Mar 14",Fuel,2014-03-07,2014-03-28,512.44,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_8,BALDWIN_Bob,P34_BALDWIN_Bob,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1942.59,P34_BALDWIN_Bob.pdf,9
P34_BALDWIN_Bob_9_9,BALDWIN_Bob,P34_BALDWIN_Bob,"Fuel 7 Apr to 29 Apr 14",Fuel,2014-04-07,2014-04-29,486.68,P34_BALDWIN_Bob.pdf,9
P34_BANDT_Adam_16_3,BANDT_Adam,P34_BANDT_Adam,"Accident excess 26 Aug 13","Accident excess",2013-08-26,0000-00-00,500.00,P34_BANDT_Adam.pdf,16
P34_BANDT_Adam_16_4,BANDT_Adam,P34_BANDT_Adam,"Fuel 2 Nov to 30 Nov 13",Fuel,2013-11-02,2013-11-30,126.26,P34_BANDT_Adam.pdf,16
P34_BANDT_Adam_16_5,BANDT_Adam,P34_BANDT_Adam,"Accident excess 10 Dec 13","Accident excess",2013-12-10,0000-00-00,500.00,P34_BANDT_Adam.pdf,16
P34_BANDT_Adam_7_10,BANDT_Adam,P34_BANDT_Adam,"Fuel 4 Apr 14",Fuel,2014-04-04,0000-00-00,73.22,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_11,BANDT_Adam,P34_BANDT_Adam,"Lease 1 May to 17 May 14",Lease,2014-05-01,2014-05-17,753.49,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_3,BANDT_Adam,P34_BANDT_Adam,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,983.48,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_4,BANDT_Adam,P34_BANDT_Adam,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,983.48,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_5,BANDT_Adam,P34_BANDT_Adam,"Fuel 24 Feb 14",Fuel,2014-02-24,0000-00-00,78.97,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_6,BANDT_Adam,P34_BANDT_Adam,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,983.48,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_7,BANDT_Adam,P34_BANDT_Adam,"Lease adj 1 Mar to 31 Mar 14","Lease adj",2014-03-01,2014-03-31,384.28,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_8,BANDT_Adam,P34_BANDT_Adam,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1367.76,P34_BANDT_Adam.pdf,7
P34_BANDT_Adam_7_9,BANDT_Adam,P34_BANDT_Adam,"Lease adj 1 Apr to 30 Apr 14","Lease adj",2014-04-01,2014-04-30,6.25,P34_BANDT_Adam.pdf,7
P34_BERNARDI_Cory_20_3,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 5 Nov 13",Fuel,2013-11-05,0000-00-00,74.09,P34_BERNARDI_Cory.pdf,20
P34_BERNARDI_Cory_20_4,BERNARDI_Cory,P34_BERNARDI_Cory,"Car cleaning 10 Nov 13","Car cleaning",2013-11-10,0000-00-00,46.12,P34_BERNARDI_Cory.pdf,20
P34_BERNARDI_Cory_20_5,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 22 Nov to 30 Nov 13",Fuel,2013-11-22,2013-11-30,154.28,P34_BERNARDI_Cory.pdf,20
P34_BERNARDI_Cory_20_6,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 Dec 13 to 10 Jan 14",Lease,2013-12-11,2014-01-10,1096.35,P34_BERNARDI_Cory.pdf,20
P34_BERNARDI_Cory_20_7,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 14 Dec to 29 Dec 13",Fuel,2013-12-14,2013-12-29,209.84,P34_BERNARDI_Cory.pdf,20
P34_BERNARDI_Cory_9_10,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 Apr to 10 May 14",Lease,2014-04-11,2014-05-10,1096.35,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_11,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 27 Apr 14",Fuel,2014-04-27,0000-00-00,57.05,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_12,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 8 May to 25 May 14",Fuel,2014-05-08,2014-05-25,202.80,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_13,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 May to 10 Jun 14",Lease,2014-05-11,2014-06-10,1096.35,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_3,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 3 Jan to 28 Jan 14",Fuel,2014-01-03,2014-01-28,544.51,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_4,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 Jan to 10 Feb 14",Lease,2014-01-11,2014-02-10,1096.35,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_5,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 6 Feb to 18 Feb 14",Fuel,2014-02-06,2014-02-18,161.32,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_6,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 Feb to 10 Mar 14",Lease,2014-02-11,2014-03-10,1096.35,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_7,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 3 Mar to 30 Mar 14",Fuel,2014-03-03,2014-03-30,294.69,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_8,BERNARDI_Cory,P34_BERNARDI_Cory,"Lease 11 Mar to 10 Apr 14",Lease,2014-03-11,2014-04-10,1096.35,P34_BERNARDI_Cory.pdf,9
P34_BERNARDI_Cory_9_9,BERNARDI_Cory,P34_BERNARDI_Cory,"Fuel 10 Apr to 28 Apr 14",Fuel,2014-04-10,2014-04-28,372.54,P34_BERNARDI_Cory.pdf,9
P34_BILLSON_Bruce_10_3,BILLSON_Bruce,P34_BILLSON_Bruce,"Lease 1 Jan to 31 Jan 14",Lease,2014-01-01,2014-01-31,1036.98,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_4,BILLSON_Bruce,P34_BILLSON_Bruce,"Lease 1 Feb to 28 Feb 14",Lease,2014-02-01,2014-02-28,1036.98,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_5,BILLSON_Bruce,P34_BILLSON_Bruce,"Fuel 2 Feb to 15 Mar 14",Fuel,2014-02-02,2014-03-15,431.73,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_6,BILLSON_Bruce,P34_BILLSON_Bruce,"Fuel 28 Feb to 2 Apr 14",Fuel,2014-02-28,2014-04-02,342.11,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_7,BILLSON_Bruce,P34_BILLSON_Bruce,"Lease 1 Mar to 31 Mar 14",Lease,2014-03-01,2014-03-31,1036.98,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_8,BILLSON_Bruce,P34_BILLSON_Bruce,"Lease 1 Apr to 30 Apr 14",Lease,2014-04-01,2014-04-30,1036.98,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_10_9,BILLSON_Bruce,P34_BILLSON_Bruce,"Lease 1 May to 31 May 14",Lease,2014-05-01,2014-05-31,1036.98,P34_BILLSON_Bruce.pdf,10
P34_BILLSON_Bruce_24_3,BILLSON_Bruce,P34_BILLSON_Bruce,"Fuel 31 Oct to 15 Dec 13",Fuel,2013-10-31,2013-12-15,356.79,P34_BILLSON_Bruce.pdf,24
P34_BILLSON_Bruce_24_4,BILLSON_Bruce,P34_BILLSON_Bruce,"Car cleaning 16 Nov 13","Car cleaning",2013-11-16,0000-00-00,18.18,P34_BILLSON_Bruce.pdf,24
P34_BILLSON_Bruce_24_5,BILLSON_Bruce,P34_BILLSON_Bruce,"Fuel 19 Dec to 26 Dec 13",Fuel,2013-12-19,2013-12-26,177.45,P34_BILLSON_Bruce.pdf,24
