entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P36_ALBANESE_Anthony_12_18,ALBANESE_Anthony,P36_ALBANESE_Anthony,"Coffs Harbour 2 Jan 15",2015-01-02,0000-00-00,82.36,P36_ALBANESE_Anthony.pdf,12
P36_ALBANESE_Anthony_12_19,ALBANESE_Anthony,P36_ALBANESE_Anthony,"Ballina Airport to Coolangatta 8 Mar to 9 Mar 15",2015-03-08,2015-03-09,297.02,P36_ALBANESE_Anthony.pdf,12
P36_BACK_Chris_22_18,BACK_Chris,P36_BACK_Chris,"Karratha 18 Oct to 19 Oct 14",2014-10-18,2014-10-19,-140.43,P36_BACK_Chris.pdf,22
P36_BACK_Chris_22_19,BACK_Chris,P36_BACK_Chris,"Kalgoorlie 12 Nov 14",2014-11-12,0000-00-00,-68.42,P36_BACK_Chris.pdf,22
P36_BALDWIN_Bob_16_26,BALDWIN_Bob,P36_BALDWIN_Bob,"Broken Hill 20 Jan 15",2015-01-20,0000-00-00,202.42,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_16_27,BALDWIN_Bob,P36_BALDWIN_Bob,"Newcastle 26 Jan to 28 Jan 15",2015-01-26,2015-01-28,303.35,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_16_28,BALDWIN_Bob,P36_BALDWIN_Bob,"Perth 9 Mar to 12 Mar 15",2015-03-09,2015-03-12,362.24,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_16_29,BALDWIN_Bob,P36_BALDWIN_Bob,"Fuel charge 12 Mar 15",2015-03-12,0000-00-00,63.07,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_16_30,BALDWIN_Bob,P36_BALDWIN_Bob,"Fuel charge 12 Mar 15",2015-03-12,0000-00-00,57.18,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_16_31,BALDWIN_Bob,P36_BALDWIN_Bob,"Perth 11 Apr to 13 Apr 15",2015-04-11,2015-04-13,132.31,P36_BALDWIN_Bob.pdf,16
P36_BALDWIN_Bob_29_18,BALDWIN_Bob,P36_BALDWIN_Bob,"Canberra 10 Nov to 11 Nov 14",2014-11-10,2014-11-11,273.03,P36_BALDWIN_Bob.pdf,29
P36_BIRD_Sharon_8_7,BIRD_Sharon,P36_BIRD_Sharon,"Hire car costs 29 Apr 15",2015-04-29,0000-00-00,151.85,P36_BIRD_Sharon.pdf,8
P36_BISHOP_Julie_22_3,BISHOP_Julie,P36_BISHOP_Julie,"Taxi 17 Jan 15",2015-01-17,0000-00-00,47.26,P36_BISHOP_Julie.pdf,22
P36_BRANDIS_George_19_3,BRANDIS_George,P36_BRANDIS_George,"Mackay 27 Jan to 28 Jan 15",2015-01-27,2015-01-28,68.69,P36_BRANDIS_George.pdf,19
P36_BROAD_Andrew_9_11,BROAD_Andrew,P36_BROAD_Andrew,"Albury 4 Feb to 6 Feb 15",2015-02-04,2015-02-06,130.70,P36_BROAD_Andrew.pdf,9
P36_BROUGH_Mal_8_12,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 11 Feb 15",2015-02-11,0000-00-00,20.18,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_13,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 23 Feb 15",2015-02-23,0000-00-00,17.76,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_14,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 24 Feb 15",2015-02-24,0000-00-00,18.26,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_15,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 26 Feb 15",2015-02-26,0000-00-00,26.50,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_16,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 26 Feb 15",2015-02-26,0000-00-00,33.30,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_17,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 26 Mar 15",2015-03-26,0000-00-00,18.36,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_18,BROUGH_Mal,P36_BROUGH_Mal,"Hire car costs between 7 Apr and 9 Apr 15",2015-04-07,2015-04-09,162.49,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_19,BROUGH_Mal,P36_BROUGH_Mal,"Fuel charge 9 Apr 15",2015-04-09,0000-00-00,19.09,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_20,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 11 May 15",2015-05-11,0000-00-00,17.05,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_21,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 11 May 15",2015-05-11,0000-00-00,15.04,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_22,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 13 May 15",2015-05-13,0000-00-00,17.25,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_23,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 14 May 15",2015-05-14,0000-00-00,19.17,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_24,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 28 May 15",2015-05-28,0000-00-00,33.20,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_25,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 16 Jun 15",2015-06-16,0000-00-00,32.09,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_26,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 18 Jun 15",2015-06-18,0000-00-00,22.71,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_27,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 23 Jun 15",2015-06-23,0000-00-00,26.04,P36_BROUGH_Mal.pdf,8
P36_BROUGH_Mal_8_28,BROUGH_Mal,P36_BROUGH_Mal,"Taxi 24 Jun 15",2015-06-24,0000-00-00,40.76,P36_BROUGH_Mal.pdf,8
P36_BULLOCK_Joe_7_37,BULLOCK_Joe,P36_BULLOCK_Joe,"Hire car costs between 9 Mar and 11 Mar 15",2015-03-09,2015-03-11,147.16,P36_BULLOCK_Joe.pdf,7
P36_BUSHBY_David_17_16,BUSHBY_David,P36_BUSHBY_David,"Launceston 1 May 14",2014-05-01,0000-00-00,76.07,P36_BUSHBY_David.pdf,17
P36_BUTLER_Mark_12_8,BUTLER_Mark,P36_BUTLER_Mark,"Ballina Airport 10 Mar to 11 Mar 15",2015-03-10,2015-03-11,137.20,P36_BUTLER_Mark.pdf,12
P36_BUTLER_Mark_12_9,BUTLER_Mark,P36_BUTLER_Mark,"Newcastle to Sydney 14 Apr to 15 Apr 15",2015-04-14,2015-04-15,328.61,P36_BUTLER_Mark.pdf,12
P36_BUTLER_Mark_20_9,BUTLER_Mark,P36_BUTLER_Mark,"Toll charge 21 Jan 13",2013-01-21,0000-00-00,5.93,P36_BUTLER_Mark.pdf,20
P36_CANAVAN_Matthew_13_37,CANAVAN_Matthew,P36_CANAVAN_Matthew,"Toll charges between 16 Feb and 19 Feb 15",2015-02-16,2015-02-19,25.17,P36_CANAVAN_Matthew.pdf,13
P36_CANAVAN_Matthew_13_38,CANAVAN_Matthew,P36_CANAVAN_Matthew,"Toll charges between 16 Feb and 19 Feb 15",2015-02-16,2015-02-19,8.00,P36_CANAVAN_Matthew.pdf,13
