entry_id,parl_id,source_id,details,location,date,amount,source_pdf,source_pagenum
P36_ABBOTT_Tony_10_34,ABBOTT_Tony,P36_ABBOTT_Tony,"27 Jan 15 - Melbourne",Melbourne,2015-01-27,81.92,P36_ABBOTT_Tony.pdf,10
P36_ABBOTT_Tony_10_35,ABBOTT_Tony,P36_ABBOTT_Tony,"28 Jan 15 - Melbourne",Melbourne,2015-01-28,157.90,P36_ABBOTT_Tony.pdf,10
P36_ABBOTT_Tony_10_36,ABBOTT_Tony,P36_ABBOTT_Tony,"28 Jan 15 - Canberra",Canberra,2015-01-28,81.33,P36_ABBOTT_Tony.pdf,10
P36_ABBOTT_Tony_10_37,ABBOTT_Tony,P36_ABBOTT_Tony,"29 Jan 15 - Canberra",Canberra,2015-01-29,65.00,P36_ABBOTT_Tony.pdf,10
P36_ABBOTT_Tony_10_38,ABBOTT_Tony,P36_ABBOTT_Tony,"29 Jan 15 - Melbourne",Melbourne,2015-01-29,72.75,P36_ABBOTT_Tony.pdf,10
P36_ABBOTT_Tony_11_10,ABBOTT_Tony,P36_ABBOTT_Tony,"3 Feb 15 - Canberra",Canberra,2015-02-03,68.23,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_11,ABBOTT_Tony,P36_ABBOTT_Tony,"3 Feb 15 - Sydney",Sydney,2015-02-03,249.50,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_12,ABBOTT_Tony,P36_ABBOTT_Tony,"3 Feb 15 - Canberra",Canberra,2015-02-03,40.00,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_13,ABBOTT_Tony,P36_ABBOTT_Tony,"4 Feb 15 - Canberra",Canberra,2015-02-04,150.76,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_14,ABBOTT_Tony,P36_ABBOTT_Tony,"4 Feb 15 - Melbourne",Melbourne,2015-02-04,75.37,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_15,ABBOTT_Tony,P36_ABBOTT_Tony,"5 Feb 15 - Melbourne",Melbourne,2015-02-05,236.67,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_16,ABBOTT_Tony,P36_ABBOTT_Tony,"5 Feb 15 - Canberra",Canberra,2015-02-05,110.15,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_17,ABBOTT_Tony,P36_ABBOTT_Tony,"5 Feb 15 - Canberra",Canberra,2015-02-05,89.19,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_18,ABBOTT_Tony,P36_ABBOTT_Tony,"5 Feb 15 - Melbourne",Melbourne,2015-02-05,85.85,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_19,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Feb 15 - Melbourne",Melbourne,2015-02-06,239.12,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_20,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Feb 15 - Sydney",Sydney,2015-02-06,168.25,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_21,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Feb 15 - Sydney",Sydney,2015-02-06,181.45,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_22,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Feb 15 - Townsville",Townsville,2015-02-06,138.18,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_23,ABBOTT_Tony,P36_ABBOTT_Tony,"7 Feb 15 - Townsville",Townsville,2015-02-07,240.70,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_24,ABBOTT_Tony,P36_ABBOTT_Tony,"7 Feb 15 - Sydney",Sydney,2015-02-07,109.30,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_25,ABBOTT_Tony,P36_ABBOTT_Tony,"8 Feb 15 - Sydney",Sydney,2015-02-08,169.77,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_26,ABBOTT_Tony,P36_ABBOTT_Tony,"8 Feb 15 - Canberra",Canberra,2015-02-08,103.60,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_27,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Feb 15 - Canberra",Canberra,2015-02-09,131.11,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_28,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Feb 15 - Canberra",Canberra,2015-02-11,40.00,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_29,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Feb 15 - Canberra",Canberra,2015-02-11,103.60,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_3,ABBOTT_Tony,P36_ABBOTT_Tony,"30 Jan 15 - Melbourne",Melbourne,2015-01-30,478.25,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_30,ABBOTT_Tony,P36_ABBOTT_Tony,"12 Feb 15 - Canberra",Canberra,2015-02-12,103.60,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_31,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Feb 15 - Canberra",Canberra,2015-02-13,80.02,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_32,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Feb 15 - Sydney",Sydney,2015-02-13,241.15,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_33,ABBOTT_Tony,P36_ABBOTT_Tony,"14 Feb 15 - Sydney",Sydney,2015-02-14,191.37,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_34,ABBOTT_Tony,P36_ABBOTT_Tony,"15 Feb 15 - Sydney",Sydney,2015-02-15,408.13,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_35,ABBOTT_Tony,P36_ABBOTT_Tony,"16 Feb 15 - Sydney",Sydney,2015-02-16,329.90,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_36,ABBOTT_Tony,P36_ABBOTT_Tony,"16 Feb 15 - Canberra",Canberra,2015-02-16,65.00,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_37,ABBOTT_Tony,P36_ABBOTT_Tony,"17 Feb 15 - Canberra",Canberra,2015-02-17,123.25,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_38,ABBOTT_Tony,P36_ABBOTT_Tony,"17 Feb 15 - Brisbane",Brisbane,2015-02-17,230.00,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_39,ABBOTT_Tony,P36_ABBOTT_Tony,"18 Feb 15 - Brisbane",Brisbane,2015-02-18,892.40,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_4,ABBOTT_Tony,P36_ABBOTT_Tony,"30 Jan 15 - Melbourne",Melbourne,2015-01-30,399.65,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_40,ABBOTT_Tony,P36_ABBOTT_Tony,"18 Feb 15 - Melbourne",Melbourne,2015-02-18,85.85,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_5,ABBOTT_Tony,P36_ABBOTT_Tony,"31 Jan 15 - Melbourne",Melbourne,2015-01-31,156.00,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_6,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Feb 15 - Sydney",Sydney,2015-02-01,270.05,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_7,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Feb 15 - Sydney",Sydney,2015-02-01,103.60,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_8,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Feb 15 - Canberra",Canberra,2015-02-01,78.60,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_11_9,ABBOTT_Tony,P36_ABBOTT_Tony,"2 Feb 15 - Canberra",Canberra,2015-02-02,201.85,P36_ABBOTT_Tony.pdf,11
P36_ABBOTT_Tony_12_10,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Feb 15 - Sydney",Sydney,2015-02-21,398.35,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_11,ABBOTT_Tony,P36_ABBOTT_Tony,"22 Feb 15 - Sydney",Sydney,2015-02-22,103.60,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_12,ABBOTT_Tony,P36_ABBOTT_Tony,"22 Feb 15 - Canberra",Canberra,2015-02-22,91.70,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_13,ABBOTT_Tony,P36_ABBOTT_Tony,"23 Feb 15 - Canberra",Canberra,2015-02-23,91.70,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_14,ABBOTT_Tony,P36_ABBOTT_Tony,"25 Feb 15 - Canberra",Canberra,2015-02-25,65.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_15,ABBOTT_Tony,P36_ABBOTT_Tony,"25 Feb 15 - Sydney",Sydney,2015-02-25,162.55,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_16,ABBOTT_Tony,P36_ABBOTT_Tony,"25 Feb 15 - Canberra",Canberra,2015-02-25,65.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_17,ABBOTT_Tony,P36_ABBOTT_Tony,"26 Feb 15 - Canberra",Canberra,2015-02-26,65.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_18,ABBOTT_Tony,P36_ABBOTT_Tony,"26 Feb 15 - Canberra",Canberra,2015-02-26,65.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_19,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Mar 15 - Sydney",Sydney,2015-03-01,460.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_20,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Mar 15 - Canberra",Canberra,2015-03-01,103.60,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_21,ABBOTT_Tony,P36_ABBOTT_Tony,"4 Mar 15 - Canberra",Canberra,2015-03-04,221.50,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_22,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Mar 15 - Canberra",Canberra,2015-03-06,145.41,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_23,ABBOTT_Tony,P36_ABBOTT_Tony,"6 Mar 15 - Canberra",Canberra,2015-03-06,57.64,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_24,ABBOTT_Tony,P36_ABBOTT_Tony,"8 Mar 15 - Sydney",Sydney,2015-03-08,360.82,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_25,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Mar 15 - Perth",Perth,2015-03-09,348.57,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_26,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Mar 15 - Perth",Perth,2015-03-09,65.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_27,ABBOTT_Tony,P36_ABBOTT_Tony,"10 Mar 15 - Perth",Perth,2015-03-10,119.32,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_28,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Mar 15 - Adelaide",Adelaide,2015-03-11,97.05,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_29,ABBOTT_Tony,P36_ABBOTT_Tony,"12 Mar 15 - Melbourne",Melbourne,2015-03-12,408.60,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_3,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Feb 15 - Melbourne",Melbourne,2015-02-19,104.19,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_30,ABBOTT_Tony,P36_ABBOTT_Tony,"12 Mar 15 - Melbourne",Melbourne,2015-03-12,140.28,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_31,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Mar 15 - Melbourne",Melbourne,2015-03-13,109.43,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_32,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Mar 15 - Hobart",Hobart,2015-03-13,393.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_33,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Mar 15 - Hobart",Hobart,2015-03-13,520.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_34,ABBOTT_Tony,P36_ABBOTT_Tony,"13 Mar 15 - Sydney",Sydney,2015-03-13,77.85,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_35,ABBOTT_Tony,P36_ABBOTT_Tony,"15 Mar 15 - Sydney",Sydney,2015-03-15,40.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_36,ABBOTT_Tony,P36_ABBOTT_Tony,"15 Mar 15 - Sydney",Sydney,2015-03-15,310.55,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_37,ABBOTT_Tony,P36_ABBOTT_Tony,"18 Mar 15 - Canberra",Canberra,2015-03-18,201.85,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_38,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Mar 15 - Canberra",Canberra,2015-03-19,73.47,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_39,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Mar 15 - Melbourne",Melbourne,2015-03-19,77.40,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_4,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Feb 15 - Hobart",Hobart,2015-02-19,337.50,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_40,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Mar 15 - Melbourne",Melbourne,2015-03-20,241.15,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_5,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Feb 15 - Melbourne",Melbourne,2015-02-19,465.19,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_6,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Feb 15 - Melbourne",Melbourne,2015-02-20,112.05,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_7,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Feb 15 - Adelaide",Adelaide,2015-02-20,359.05,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_8,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Feb 15 - Darwin",Darwin,2015-02-20,142.90,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_12_9,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Feb 15 - Darwin",Darwin,2015-02-21,549.00,P36_ABBOTT_Tony.pdf,12
P36_ABBOTT_Tony_13_10,ABBOTT_Tony,P36_ABBOTT_Tony,"23 Mar 15 - Melbourne",Melbourne,2015-03-23,122.53,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_11,ABBOTT_Tony,P36_ABBOTT_Tony,"23 Mar 15 - Canberra",Canberra,2015-03-23,65.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_12,ABBOTT_Tony,P36_ABBOTT_Tony,"24 Mar 15 - Canberra",Canberra,2015-03-24,78.60,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_13,ABBOTT_Tony,P36_ABBOTT_Tony,"25 Mar 15 - Canberra",Canberra,2015-03-25,79.91,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_14,ABBOTT_Tony,P36_ABBOTT_Tony,"26 Mar 15 - Canberra",Canberra,2015-03-26,70.85,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_15,ABBOTT_Tony,P36_ABBOTT_Tony,"27 Mar 15 - Melbourne",Melbourne,2015-03-27,60.85,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_16,ABBOTT_Tony,P36_ABBOTT_Tony,"28 Mar 15 - Melbourne",Melbourne,2015-03-28,235.36,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_17,ABBOTT_Tony,P36_ABBOTT_Tony,"29 Mar 15 - Hobart",Hobart,2015-03-29,170.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_18,ABBOTT_Tony,P36_ABBOTT_Tony,"30 Mar 15 - Hobart",Hobart,2015-03-30,235.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_19,ABBOTT_Tony,P36_ABBOTT_Tony,"30 Mar 15 - Hobart",Hobart,2015-03-30,98.25,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_20,ABBOTT_Tony,P36_ABBOTT_Tony,"30 Mar 15 - Melbourne",Melbourne,2015-03-30,69.31,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_21,ABBOTT_Tony,P36_ABBOTT_Tony,"31 Mar 15 - Melbourne",Melbourne,2015-03-31,295.84,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_22,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Apr 15 - Melbourne",Melbourne,2015-04-01,118.60,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_23,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Apr 15 - Canberra",Canberra,2015-04-01,65.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_24,ABBOTT_Tony,P36_ABBOTT_Tony,"1 Apr 15 - Canberra",Canberra,2015-04-01,195.30,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_25,ABBOTT_Tony,P36_ABBOTT_Tony,"2 Apr 15 - Canberra",Canberra,2015-04-02,65.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_26,ABBOTT_Tony,P36_ABBOTT_Tony,"2 Apr 15 - Sydney",Sydney,2015-04-02,70.80,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_27,ABBOTT_Tony,P36_ABBOTT_Tony,"2 Apr 15 - Sydney",Sydney,2015-04-02,40.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_28,ABBOTT_Tony,P36_ABBOTT_Tony,"3 Apr 15 - Sydney",Sydney,2015-04-03,313.20,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_29,ABBOTT_Tony,P36_ABBOTT_Tony,"7 Apr 15 - Sydney",Sydney,2015-04-07,83.95,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_3,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Mar 15 - Sydney",Sydney,2015-03-20,85.82,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_30,ABBOTT_Tony,P36_ABBOTT_Tony,"7 Apr 15 - Sydney",Sydney,2015-04-07,70.85,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_31,ABBOTT_Tony,P36_ABBOTT_Tony,"8 Apr 15 - Sydney",Sydney,2015-04-08,218.55,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_32,ABBOTT_Tony,P36_ABBOTT_Tony,"8 Apr 15 - Canberra",Canberra,2015-04-08,137.66,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_33,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Apr 15 - Canberra",Canberra,2015-04-09,65.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_34,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Apr 15 - Brisbane",Brisbane,2015-04-09,666.90,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_35,ABBOTT_Tony,P36_ABBOTT_Tony,"9 Apr 15 - Brisbane",Brisbane,2015-04-09,136.35,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_36,ABBOTT_Tony,P36_ABBOTT_Tony,"10 Apr 15 - Brisbane",Brisbane,2015-04-10,369.53,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_37,ABBOTT_Tony,P36_ABBOTT_Tony,"10 Apr 15 - Canberra",Canberra,2015-04-10,65.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_38,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Apr 15 - Canberra",Canberra,2015-04-11,78.60,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_39,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Apr 15 - Sydney",Sydney,2015-04-11,142.90,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_4,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Mar 15 - Canberra",Canberra,2015-03-21,246.39,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_40,ABBOTT_Tony,P36_ABBOTT_Tony,"11 Apr 15 - Sydney",Sydney,2015-04-11,210.60,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_5,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Mar 15 - Brisbane",Brisbane,2015-03-21,250.08,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_6,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Mar 15 - Brisbane",Brisbane,2015-03-21,170.30,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_7,ABBOTT_Tony,P36_ABBOTT_Tony,"22 Mar 15 - Brisbane",Brisbane,2015-03-22,108.60,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_8,ABBOTT_Tony,P36_ABBOTT_Tony,"22 Mar 15 - Sydney",Sydney,2015-03-22,458.00,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_13_9,ABBOTT_Tony,P36_ABBOTT_Tony,"22 Mar 15 - Melbourne",Melbourne,2015-03-22,105.50,P36_ABBOTT_Tony.pdf,13
P36_ABBOTT_Tony_14_10,ABBOTT_Tony,P36_ABBOTT_Tony,"16 Apr 15 - Canberra",Canberra,2015-04-16,65.00,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_11,ABBOTT_Tony,P36_ABBOTT_Tony,"17 Apr 15 - Canberra",Canberra,2015-04-17,116.70,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_12,ABBOTT_Tony,P36_ABBOTT_Tony,"17 Apr 15 - Sydney",Sydney,2015-04-17,225.99,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_13,ABBOTT_Tony,P36_ABBOTT_Tony,"17 Apr 15 - Sydney",Sydney,2015-04-17,48.05,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_14,ABBOTT_Tony,P36_ABBOTT_Tony,"19 Apr 15 - Sydney",Sydney,2015-04-19,275.21,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_15,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Apr 15 - Sydney",Sydney,2015-04-20,391.05,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_16,ABBOTT_Tony,P36_ABBOTT_Tony,"20 Apr 15 - Canberra",Canberra,2015-04-20,65.00,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_17,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Apr 15 - Canberra",Canberra,2015-04-21,87.77,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_18,ABBOTT_Tony,P36_ABBOTT_Tony,"21 Apr 15 - Brisbane",Brisbane,2015-04-21,469.92,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_19,ABBOTT_Tony,P36_ABBOTT_Tony,"1 May 15 - Canberra",Canberra,2015-05-01,115.28,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_20,ABBOTT_Tony,P36_ABBOTT_Tony,"1 May 15 - Canberra",Canberra,2015-05-01,66.92,P36_ABBOTT_Tony.pdf,14
P36_ABBOTT_Tony_14_21,ABBOTT_Tony,P36_ABBOTT_Tony,"1 May 15 - Sydney",Sydney,2015-05-01,109.40,P36_ABBOTT_Tony.pdf,14
