entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P35_ABETZ_Eric_10_3,ABETZ_Eric,P35_ABETZ_Eric,"Melbourne Essendon Airport to Nhill 15 Oct 14",2014-10-15,0000-00-00,"Melbourne Essendon Airport",Nhill,2681.82,,,,,P35_ABETZ_Eric.pdf,10
P35_ABETZ_Eric_10_4,ABETZ_Eric,P35_ABETZ_Eric,"Nhill to Melbourne Essendon Airport 15 Oct 14",2014-10-15,0000-00-00,Nhill,"Melbourne Essendon Airport",0.00,,,,P35_ABETZ_Eric_10_3,P35_ABETZ_Eric.pdf,10
P35_ABETZ_Eric_10_5,ABETZ_Eric,P35_ABETZ_Eric,"Cambridge to Canberra 14 Nov 14",2014-11-14,0000-00-00,Cambridge,Canberra,7018.18,,,,,P35_ABETZ_Eric.pdf,10
P35_ABETZ_Eric_10_6,ABETZ_Eric,P35_ABETZ_Eric,"Canberra to Cambridge 14 Nov 14",2014-11-14,0000-00-00,Canberra,Cambridge,0.00,,,,P35_ABETZ_Eric_10_5,P35_ABETZ_Eric.pdf,10
P35_ABETZ_Eric_29_3,ABETZ_Eric,P35_ABETZ_Eric,"Devonport 6 Jun 14",2014-06-06,0000-00-00,Devonport,,116.50,,,,,P35_ABETZ_Eric.pdf,29
P35_ABETZ_Eric_29_4,ABETZ_Eric,P35_ABETZ_Eric,"Cambridge to Devonport 6 Jun 14",2014-06-06,0000-00-00,Cambridge,Devonport,2272.73,,,,,P35_ABETZ_Eric.pdf,29
P35_ABETZ_Eric_29_5,ABETZ_Eric,P35_ABETZ_Eric,"Devonport to Cambridge 6 Jun 14",2014-06-06,0000-00-00,Devonport,Cambridge,0.00,,,,P35_ABETZ_Eric_29_4,P35_ABETZ_Eric.pdf,29
P35_BIRMINGHAM_Simon_10_3,BIRMINGHAM_Simon,P35_BIRMINGHAM_Simon,"Wagga Wagga to Canberra 15 Oct 14",2014-10-15,0000-00-00,"Wagga Wagga",Canberra,307.75,,,,,P35_BIRMINGHAM_Simon.pdf,10
P35_BIRMINGHAM_Simon_27_3,BIRMINGHAM_Simon,P35_BIRMINGHAM_Simon,"Darwin to Kakadu 19 May 14",2014-05-19,0000-00-00,Darwin,Kakadu,2600.00,,,,,P35_BIRMINGHAM_Simon.pdf,27
P35_BIRMINGHAM_Simon_27_4,BIRMINGHAM_Simon,P35_BIRMINGHAM_Simon,"Kakadu 20 May 14",2014-05-20,0000-00-00,Kakadu,,3545.45,,,,,P35_BIRMINGHAM_Simon.pdf,27
P35_BISHOP_Bronwyn_10_3,BISHOP_Bronwyn,P35_BISHOP_Bronwyn,"Melbourne to Geelong 5 Nov 14",2014-11-05,0000-00-00,Melbourne,Geelong,5227.27,,,,,P35_BISHOP_Bronwyn.pdf,10
P35_BISHOP_Bronwyn_10_4,BISHOP_Bronwyn,P35_BISHOP_Bronwyn,"Geelong to Melbourne 5 Nov 14",2014-11-05,0000-00-00,Geelong,Melbourne,0.00,,,,P35_BISHOP_Bronwyn_10_3,P35_BISHOP_Bronwyn.pdf,10
