entry_id,parl_id,source_id,details,start_date,end_date,origin,destination,amount,superscript,adjustment,notes,linked_entry,source_pdf,source_pagenum
P35_ABETZ_Eric_10_10,ABETZ_Eric,P35_ABETZ_Eric,"Launceston to Hobart 8 Aug 14",2014-08-08,0000-00-00,Launceston,Hobart,1850.00,,,,,P35_ABETZ_Eric.pdf,10
P35_BACK_Chris_8_3,BACK_Chris,P35_BACK_Chris,"Kalgoorlie 3 Jul 14",2014-07-03,0000-00-00,Kalgoorlie,,97.28,,,,,P35_BACK_Chris.pdf,8
P35_BACK_Chris_8_4,BACK_Chris,P35_BACK_Chris,"Esperance 21 Aug 14",2014-08-21,0000-00-00,Esperance,,101.75,,,,,P35_BACK_Chris.pdf,8
P35_BACK_Chris_8_5,BACK_Chris,P35_BACK_Chris,"Esperance 16 Oct to 17 Oct 14",2014-10-16,2014-10-17,Esperance,,120.41,,,,,P35_BACK_Chris.pdf,8
P35_BIRMINGHAM_Simon_27_8,BIRMINGHAM_Simon,P35_BIRMINGHAM_Simon,"Adelaide to Kingston On Murray 7 May 14",2014-05-07,0000-00-00,Adelaide,"Kingston On Murray",3350.00,,,,,P35_BIRMINGHAM_Simon.pdf,27
P35_BIRMINGHAM_Simon_27_9,BIRMINGHAM_Simon,P35_BIRMINGHAM_Simon,"Kingston On Murray to Adelaide 7 May 14",2014-05-07,0000-00-00,"Kingston On Murray",Adelaide,0.00,,,,P35_BIRMINGHAM_Simon_27_8,P35_BIRMINGHAM_Simon.pdf,27
P35_BOSWELL_Ronald_13_3,BOSWELL_Ronald,P35_BOSWELL_Ronald,"Cairns 14 Jun 13",2013-06-14,0000-00-00,Cairns,,68.44,,,,,P35_BOSWELL_Ronald.pdf,13
P35_BROAD_Andrew_8_10,BROAD_Andrew,P35_BROAD_Andrew,"Mildura to Nhill 15 Oct 14",2014-10-15,0000-00-00,Mildura,Nhill,1236.36,,,,,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_11,BROAD_Andrew,P35_BROAD_Andrew,"Nhill to Mildura 15 Oct 14",2014-10-15,0000-00-00,Nhill,Mildura,0.00,,,,P35_BROAD_Andrew_8_10,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_12,BROAD_Andrew,P35_BROAD_Andrew,"Mildura to Horsham 11 Nov 14",2014-11-11,0000-00-00,Mildura,Horsham,872.73,,,,,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_3,BROAD_Andrew,P35_BROAD_Andrew,"Mildura to Birchup 3 Jul 14",2014-07-03,0000-00-00,Mildura,Birchup,980.00,,,,,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_4,BROAD_Andrew,P35_BROAD_Andrew,"Birchup to Mildura 3 Jul 14",2014-07-03,0000-00-00,Birchup,Mildura,0.00,,,,P35_BROAD_Andrew_8_3,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_5,BROAD_Andrew,P35_BROAD_Andrew,"Mildura to Kerang 1 Aug 14",2014-08-01,0000-00-00,Mildura,Kerang,1421.82,,,,,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_6,BROAD_Andrew,P35_BROAD_Andrew,"Kerang to Swan Hill 1 Aug 14",2014-08-01,0000-00-00,Kerang,"Swan Hill",0.00,,,,P35_BROAD_Andrew_8_5,P35_BROAD_Andrew.pdf,8
P35_BROAD_Andrew_8_7,BROAD_Andrew,P35_BROAD_Andrew,"Swan Hill to Mildura 1 Aug 14",2014-08-01,0000-00-00,"Swan Hill",Mildura,0.00,,,,P35_BROAD_Andrew_8_5,P35_BROAD_Andrew.pdf,8
